R3ID,Identificador,Dist,Ranitas_C5M,C5M
262,13648,7,0,0
263,13649,7,0,0
264,13650,6,0,0
265,13651,6,0,0
266,13652,5,0,0
267,13653,5,0,0
268,13654,4,0,0
269,13655,4,0,0
270,13656,4,0,0
271,13657,3,0,0
272,13658,2,0,0
273,13659,2,0,0
274,13660,2,0,0
275,13661,1,0,0
276,13662,1,0,0
277,13663,0,0,1
278,13664,0,2,1
279,13665,0,0,1
280,13824,21,0,0
281,13825,21,0,0
282,13826,19,0,0
283,13827,19,0,0
284,13828,19,0,0
285,13829,16,0,0
286,13830,16,0,0
287,13831,15,0,0
288,13832,13,0,0
289,13833,12,0,0
290,13834,12,0,0
291,13835,11,0,0
292,13836,11,0,0
293,13837,10,0,0
294,13838,9,0,0
295,13839,9,0,0
296,13840,8,0,0
297,13841,8,0,0
298,13842,7,0,0
299,13843,7,0,0
300,13844,6,0,0
301,13845,6,0,0
302,13846,5,0,0
303,13847,5,0,0
304,13848,5,0,0
305,13849,4,0,0
306,13850,3,0,0
307,13851,3,0,0
308,13852,3,0,0
309,13853,2,0,0
310,13854,2,0,0
311,13855,1,0,0
312,13856,1,0,0
313,13857,0,0,1
314,13858,0,1,1
315,13859,0,1,1
316,14016,24,0,0
317,14017,24,0,0
318,14018,22,0,0
319,14019,22,0,0
320,14020,22,0,0
321,14021,19,0,0
322,14022,19,0,0
323,14023,18,0,0
324,14024,16,0,0
325,14025,14,0,0
326,14026,14,0,0
327,14027,13,0,0
328,14028,13,0,0
329,14029,12,0,0
330,14030,11,0,0
331,14031,11,0,0
332,14032,10,0,0
333,14033,10,0,0
334,14034,9,0,0
335,14035,9,0,0
336,14036,8,0,0
337,14037,8,0,0
338,14038,7,0,0
339,14039,7,0,0
340,14040,7,0,0
341,14041,6,0,0
342,14042,5,0,0
343,14043,5,0,0
344,14044,5,0,0
345,14045,3,0,0
346,14046,3,0,0
347,14047,2,0,0
348,14048,3,0,0
349,14049,2,0,0
350,14050,2,0,0
351,14051,0,1,1
352,14052,0,0,1
353,14053,0,0,1
354,14208,25,0,0
355,14209,25,0,0
356,14210,23,0,0
357,14211,23,0,0
358,14212,23,0,0
359,14213,20,0,0
360,14214,20,0,0
361,14215,19,0,0
362,14216,17,0,0
363,14217,15,0,0
364,14218,15,0,0
365,14219,14,0,0
366,14220,14,0,0
367,14221,13,0,0
368,14222,12,0,0
369,14223,12,0,0
370,14224,11,0,0
371,14225,11,0,0
372,14226,10,0,0
373,14227,10,0,0
374,14228,9,0,0
375,14229,9,0,0
376,14230,8,0,0
377,14231,8,0,0
378,14232,8,0,0
379,14233,7,0,0
380,14234,6,0,0
381,14235,6,0,0
382,14236,6,0,0
383,14237,4,0,0
384,14238,4,0,0
385,14239,3,0,0
386,14240,4,0,0
387,14241,3,0,0
388,14242,3,0,0
389,14243,1,0,0
390,14244,1,0,0
391,14245,0,1,1
392,14246,0,4,1
393,14247,0,0,1
394,14400,26,0,0
395,14401,26,0,0
396,14402,24,0,0
397,14403,24,0,0
398,14404,24,0,0
399,14405,21,0,0
400,14406,21,0,0
401,14407,20,0,0
402,14408,18,0,0
403,14409,16,0,0
404,14410,16,0,0
405,14411,15,0,0
406,14412,15,0,0
407,14413,14,0,0
408,14414,13,0,0
409,14415,13,0,0
410,14416,12,0,0
411,14417,12,0,0
412,14418,11,0,0
413,14419,11,0,0
414,14420,10,0,0
415,14421,10,0,0
416,14422,9,0,0
417,14423,9,0,0
418,14424,9,0,0
419,14425,8,0,0
420,14426,7,0,0
421,14427,7,0,0
422,14428,7,0,0
423,14429,5,0,0
424,14430,5,0,0
425,14431,4,0,0
426,14432,5,0,0
427,14433,4,0,0
428,14434,4,0,0
429,14435,2,0,0
430,14436,2,0,0
431,14437,1,0,0
432,14438,1,0,0
433,14439,0,1,1
434,14440,0,1,1
435,14441,0,3,1
436,14442,0,0,1
437,14592,29,0,0
438,14593,29,0,0
439,14594,27,0,0
440,14595,27,0,0
441,14596,27,0,0
442,14597,24,0,0
443,14598,24,0,0
444,14599,23,0,0
445,14600,21,0,0
446,14601,19,0,0
447,14602,19,0,0
448,14603,18,0,0
449,14604,18,0,0
450,14605,17,0,0
451,14606,16,0,0
452,14607,16,0,0
453,14608,15,0,0
454,14609,15,0,0
455,14610,14,0,0
456,14611,14,0,0
457,14612,13,0,0
458,14613,13,0,0
459,14614,12,0,0
460,14615,12,0,0
461,14616,12,0,0
462,14617,11,0,0
463,14618,10,0,0
464,14619,10,0,0
465,14620,10,0,0
466,14621,8,0,0
467,14622,8,0,0
468,14623,7,0,0
469,14624,7,0,0
470,14625,6,0,0
471,14626,6,0,0
472,14627,4,0,0
473,14628,4,0,0
474,14629,3,0,0
475,14630,3,0,0
476,14631,2,0,0
477,14632,2,0,0
478,14633,1,0,0
479,14634,0,0,1
480,14635,0,1,1
481,14636,0,1,1
482,14637,0,2,1
483,14784,30,0,0
484,14785,30,0,0
485,14786,28,0,0
486,14787,28,0,0
487,14788,28,0,0
488,14789,25,0,0
489,14790,25,0,0
490,14791,24,0,0
491,14792,22,0,0
492,14793,20,0,0
493,14794,20,0,0
494,14795,19,0,0
495,14796,19,0,0
496,14797,18,0,0
497,14798,17,0,0
498,14799,17,0,0
499,14800,16,0,0
500,14801,16,0,0
501,14802,15,0,0
502,14803,15,0,0
503,14804,14,0,0
504,14805,14,0,0
505,14806,13,0,0
506,14807,13,0,0
507,14808,13,0,0
508,14809,12,0,0
509,14810,11,0,0
510,14811,11,0,0
511,14812,11,0,0
512,14813,9,0,0
513,14814,9,0,0
514,14815,8,0,0
515,14816,8,0,0
516,14817,7,0,0
517,14818,7,0,0
518,14819,5,0,0
519,14820,5,0,0
520,14821,4,0,0
521,14822,4,0,0
522,14823,3,0,0
523,14824,3,0,0
524,14825,2,0,0
525,14826,1,0,0
526,14827,1,0,0
527,14828,1,0,0
528,14829,1,0,0
529,14830,0,0,1
530,14831,0,3,1
531,14832,0,0,1
532,14976,31,0,0
533,14977,31,0,0
534,14978,29,0,0
535,14979,29,0,0
536,14980,29,0,0
537,14981,26,0,0
538,14982,26,0,0
539,14983,25,0,0
540,14984,23,0,0
541,14985,21,0,0
542,14986,21,0,0
543,14987,20,0,0
544,14988,20,0,0
545,14989,19,0,0
546,14990,18,0,0
547,14991,18,0,0
548,14992,17,0,0
549,14993,17,0,0
550,14994,16,0,0
551,14995,16,0,0
552,14996,15,0,0
553,14997,15,0,0
554,14998,14,0,0
555,14999,14,0,0
556,15000,14,0,0
557,15001,13,0,0
558,15002,12,0,0
559,15003,12,0,0
560,15004,12,0,0
561,15005,10,0,0
562,15006,10,0,0
563,15007,9,0,0
564,15008,9,0,0
565,15009,8,0,0
566,15010,8,0,0
567,15011,6,0,0
568,15012,6,0,0
569,15013,5,0,0
570,15014,5,0,0
571,15015,4,0,0
572,15016,4,0,0
573,15017,3,0,0
574,15018,2,0,0
575,15019,2,0,0
576,15020,2,0,0
577,15021,2,0,0
578,15022,1,0,0
579,15023,1,0,0
580,15024,1,0,0
581,15025,0,0,1
582,15026,0,3,1
583,15027,0,3,1
584,15028,0,0,1
585,15168,34,0,0
586,15169,34,0,0
587,15170,32,0,0
588,15171,32,0,0
589,15172,32,0,0
590,15173,29,0,0
591,15174,29,0,0
592,15175,28,0,0
593,15176,26,0,0
594,15177,24,0,0
595,15178,24,0,0
596,15179,23,0,0
597,15180,23,0,0
598,15181,22,0,0
599,15182,21,0,0
600,15183,21,0,0
601,15184,20,0,0
602,15185,20,0,0
603,15186,19,0,0
604,15187,19,0,0
605,15188,18,0,0
606,15189,18,0,0
607,15190,17,0,0
608,15191,17,0,0
609,15192,17,0,0
610,15193,16,0,0
611,15194,15,0,0
612,15195,15,0,0
613,15196,15,0,0
614,15197,13,0,0
615,15198,13,0,0
616,15199,12,0,0
617,15200,12,0,0
618,15201,11,0,0
619,15202,11,0,0
620,15203,9,0,0
621,15204,9,0,0
622,15205,8,0,0
623,15206,8,0,0
624,15207,7,0,0
625,15208,7,0,0
626,15209,6,0,0
627,15210,4,0,0
628,15211,4,0,0
629,15212,4,0,0
630,15213,4,0,0
631,15214,3,0,0
632,15215,3,0,0
633,15216,3,0,0
634,15217,2,0,0
635,15218,2,0,0
636,15219,2,0,0
637,15220,0,3,1
638,15221,0,1,1
639,15222,0,0,1
640,15223,0,0,1
641,15360,35,0,0
642,15361,35,0,0
643,15362,33,0,0
644,15363,33,0,0
645,15364,33,0,0
646,15365,30,0,0
647,15366,30,0,0
648,15367,29,0,0
649,15368,27,0,0
650,15369,25,0,0
651,15370,25,0,0
652,15371,24,0,0
653,15372,24,0,0
654,15373,23,0,0
655,15374,22,0,0
656,15375,22,0,0
657,15376,21,0,0
658,15377,21,0,0
659,15378,20,0,0
660,15379,20,0,0
661,15380,19,0,0
662,15381,19,0,0
663,15382,18,0,0
664,15383,18,0,0
665,15384,18,0,0
666,15385,17,0,0
667,15386,16,0,0
668,15387,16,0,0
669,15388,16,0,0
670,15389,14,0,0
671,15390,14,0,0
672,15391,13,0,0
673,15392,13,0,0
674,15393,12,0,0
675,15394,12,0,0
676,15395,10,0,0
677,15396,10,0,0
678,15397,9,0,0
679,15398,9,0,0
680,15399,8,0,0
681,15400,8,0,0
682,15401,7,0,0
683,15402,5,0,0
684,15403,5,0,0
685,15404,5,0,0
686,15405,5,0,0
687,15406,4,0,0
688,15407,4,0,0
689,15408,4,0,0
690,15409,3,0,0
691,15410,3,0,0
692,15411,3,0,0
693,15412,1,0,0
694,15413,1,0,0
695,15414,1,0,0
696,15415,0,0,1
697,15416,0,1,1
698,15417,0,3,1
699,15418,0,0,1
700,15552,36,0,0
701,15553,36,0,0
702,15554,34,0,0
703,15555,34,0,0
704,15556,34,0,0
705,15557,31,0,0
706,15558,31,0,0
707,15559,30,0,0
708,15560,28,0,0
709,15561,26,0,0
710,15562,26,0,0
711,15563,25,0,0
712,15564,25,0,0
713,15565,24,0,0
714,15566,23,0,0
715,15567,23,0,0
716,15568,22,0,0
717,15569,22,0,0
718,15570,21,0,0
719,15571,21,0,0
720,15572,20,0,0
721,15573,20,0,0
722,15574,19,0,0
723,15575,19,0,0
724,15576,19,0,0
725,15577,18,0,0
726,15578,17,0,0
727,15579,17,0,0
728,15580,17,0,0
729,15581,15,0,0
730,15582,15,0,0
731,15583,14,0,0
732,15584,14,0,0
733,15585,13,0,0
734,15586,13,0,0
735,15587,11,0,0
736,15588,11,0,0
737,15589,10,0,0
738,15590,10,0,0
739,15591,9,0,0
740,15592,9,0,0
741,15593,8,0,0
742,15594,6,0,0
743,15595,6,0,0
744,15596,6,0,0
745,15597,6,0,0
746,15598,5,0,0
747,15599,5,0,0
748,15600,5,0,0
749,15601,4,0,0
750,15602,4,0,0
751,15603,4,0,0
752,15604,2,0,0
753,15605,2,0,0
754,15606,2,0,0
755,15607,1,0,0
756,15608,1,0,0
757,15609,1,0,0
758,15610,0,0,1
759,15611,0,2,1
760,15612,0,0,1
761,15613,0,1,1
762,15744,38,0,0
763,15745,38,0,0
764,15746,37,0,0
765,15747,37,0,0
766,15748,37,0,0
767,15749,34,0,0
768,15750,34,0,0
769,15751,33,0,0
770,15752,31,0,0
771,15753,29,0,0
772,15754,29,0,0
773,15755,28,0,0
774,15756,28,0,0
775,15757,27,0,0
776,15758,26,0,0
777,15759,26,0,0
778,15760,25,0,0
779,15761,26,0,0
780,15762,25,0,0
781,15763,25,0,0
782,15764,24,0,0
783,15765,24,0,0
784,15766,24,0,0
785,15767,24,0,0
786,15768,24,0,0
787,15769,23,0,0
788,15770,22,0,0
789,15771,22,0,0
790,15772,22,0,0
791,15773,20,0,0
792,15774,20,0,0
793,15775,19,0,0
794,15776,18,0,0
795,15777,17,0,0
796,15778,17,0,0
797,15779,14,0,0
798,15780,14,0,0
799,15781,13,0,0
800,15782,13,0,0
801,15783,12,0,0
802,15784,12,0,0
803,15785,11,0,0
804,15786,9,0,0
805,15787,9,0,0
806,15788,9,0,0
807,15789,9,0,0
808,15790,8,0,0
809,15791,7,0,0
810,15792,7,0,0
811,15793,6,0,0
812,15794,5,0,0
813,15795,5,0,0
814,15796,3,0,0
815,15797,3,0,0
816,15798,3,0,0
817,15799,2,0,0
818,15800,2,0,0
819,15801,2,0,0
820,15802,1,0,0
821,15803,1,0,0
822,15804,1,0,0
823,15805,0,1,1
824,15806,0,0,1
825,15807,0,2,1
826,15808,0,0,1
827,15809,0,1,1
828,15936,39,0,0
829,15937,39,0,0
830,15938,38,0,0
831,15939,38,0,0
832,15940,38,0,0
833,15941,35,0,0
834,15942,35,0,0
835,15943,34,0,0
836,15944,32,0,0
837,15945,30,0,0
838,15946,30,0,0
839,15947,29,0,0
840,15948,29,0,0
841,15949,28,0,0
842,15950,27,0,0
843,15951,27,0,0
844,15952,26,0,0
845,15953,27,0,0
846,15954,26,0,0
847,15955,26,0,0
848,15956,25,0,0
849,15957,25,0,0
850,15958,25,0,0
851,15959,25,0,0
852,15960,25,0,0
853,15961,24,0,0
854,15962,23,0,0
855,15963,23,0,0
856,15964,23,0,0
857,15965,21,0,0
858,15966,21,0,0
859,15967,20,0,0
860,15968,19,0,0
861,15969,18,0,0
862,15970,18,0,0
863,15971,15,0,0
864,15972,15,0,0
865,15973,14,0,0
866,15974,14,0,0
867,15975,13,0,0
868,15976,13,0,0
869,15977,12,0,0
870,15978,10,0,0
871,15979,10,0,0
872,15980,10,0,0
873,15981,10,0,0
874,15982,9,0,0
875,15983,8,0,0
876,15984,8,0,0
877,15985,7,0,0
878,15986,6,0,0
879,15987,6,0,0
880,15988,4,0,0
881,15989,4,0,0
882,15990,4,0,0
883,15991,3,0,0
884,15992,3,0,0
885,15993,3,0,0
886,15994,2,0,0
887,15995,2,0,0
888,15996,2,0,0
889,15997,1,0,0
890,15998,1,0,0
891,15999,1,0,0
892,16000,1,0,0
893,16001,1,0,0
894,16002,0,2,1
895,16003,0,0,1
896,16004,0,1,1
897,16005,0,0,1
898,16006,0,1,1
899,16128,40,0,0
900,16129,40,0,0
901,16130,39,0,0
902,16131,39,0,0
903,16132,39,0,0
904,16133,36,0,0
905,16134,36,0,0
906,16135,35,0,0
907,16136,33,0,0
908,16137,31,0,0
909,16138,31,0,0
910,16139,30,0,0
911,16140,30,0,0
912,16141,29,0,0
913,16142,28,0,0
914,16143,28,0,0
915,16144,27,0,0
916,16145,28,0,0
917,16146,27,0,0
918,16147,27,0,0
919,16148,26,0,0
920,16149,26,0,0
921,16150,26,0,0
922,16151,26,0,0
923,16152,26,0,0
924,16153,25,0,0
925,16154,24,0,0
926,16155,24,0,0
927,16156,24,0,0
928,16157,22,0,0
929,16158,22,0,0
930,16159,21,0,0
931,16160,20,0,0
932,16161,19,0,0
933,16162,19,0,0
934,16163,16,0,0
935,16164,16,0,0
936,16165,15,0,0
937,16166,15,0,0
938,16167,14,0,0
939,16168,14,0,0
940,16169,13,0,0
941,16170,11,0,0
942,16171,11,0,0
943,16172,11,0,0
944,16173,11,0,0
945,16174,10,0,0
946,16175,9,0,0
947,16176,9,0,0
948,16177,8,0,0
949,16178,7,0,0
950,16179,7,0,0
951,16180,5,0,0
952,16181,5,0,0
953,16182,5,0,0
954,16183,4,0,0
955,16184,4,0,0
956,16185,4,0,0
957,16186,3,0,0
958,16187,3,0,0
959,16188,3,0,0
960,16189,2,0,0
961,16190,2,0,0
962,16191,2,0,0
963,16192,2,0,0
964,16193,2,0,0
965,16194,1,0,0
966,16195,1,0,0
967,16196,1,0,0
968,16197,1,0,0
969,16198,0,0,1
970,16199,0,0,1
971,16200,0,2,1
972,16201,0,2,1
973,16202,0,0,1
974,16320,42,0,0
975,16321,42,0,0
976,16322,41,0,0
977,16323,41,0,0
978,16324,41,0,0
979,16325,38,0,0
980,16326,38,0,0
981,16327,37,0,0
982,16328,35,0,0
983,16329,34,0,0
984,16330,34,0,0
985,16331,33,0,0
986,16332,33,0,0
987,16333,32,0,0
988,16334,32,0,0
989,16335,32,0,0
990,16336,31,0,0
991,16337,32,0,0
992,16338,31,0,0
993,16339,31,0,0
994,16340,31,0,0
995,16341,31,0,0
996,16342,30,0,0
997,16343,30,0,0
998,16344,30,0,0
999,16345,29,0,0
1000,16346,28,0,0
1001,16347,28,0,0
1002,16348,28,0,0
1003,16349,26,0,0
1004,16350,26,0,0
1005,16351,25,0,0
1006,16352,24,0,0
1007,16353,23,0,0
1008,16354,23,0,0
1009,16355,20,0,0
1010,16356,20,0,0
1011,16357,19,0,0
1012,16358,18,0,0
1013,16359,17,0,0
1014,16360,17,0,0
1015,16361,16,0,0
1016,16362,15,0,0
1017,16363,15,0,0
1018,16364,14,0,0
1019,16365,14,0,0
1020,16366,13,0,0
1021,16367,12,0,0
1022,16368,12,0,0
1023,16369,11,0,0
1024,16370,10,0,0
1025,16371,10,0,0
1026,16372,8,0,0
1027,16373,8,0,0
1028,16374,8,0,0
1029,16375,7,0,0
1030,16376,7,0,0
1031,16377,7,0,0
1032,16378,6,0,0
1033,16379,6,0,0
1034,16380,6,0,0
1035,16381,4,0,0
1036,16382,4,0,0
1037,16383,4,0,0
1038,16384,4,0,0
1039,16385,4,0,0
1040,16386,3,0,0
1041,16387,3,0,0
1042,16388,3,0,0
1043,16389,3,0,0
1044,16390,2,0,0
1045,16391,2,0,0
1046,16392,2,0,0
1047,16393,2,0,0
1048,16394,0,0,1
1049,16395,0,1,1
1050,16396,0,2,1
1051,16397,0,1,1
1052,16512,43,0,0
1053,16513,43,0,0
1054,16514,42,0,0
1055,16515,42,0,0
1056,16516,42,0,0
1057,16517,39,0,0
1058,16518,39,0,0
1059,16519,38,0,0
1060,16520,36,0,0
1061,16521,35,0,0
1062,16522,35,0,0
1063,16523,34,0,0
1064,16524,34,0,0
1065,16525,33,0,0
1066,16526,33,0,0
1067,16527,33,0,0
1068,16528,32,0,0
1069,16529,33,0,0
1070,16530,32,0,0
1071,16531,32,0,0
1072,16532,32,0,0
1073,16533,32,0,0
1074,16534,31,0,0
1075,16535,31,0,0
1076,16536,31,0,0
1077,16537,30,0,0
1078,16538,29,0,0
1079,16539,29,0,0
1080,16540,29,0,0
1081,16541,27,0,0
1082,16542,27,0,0
1083,16543,26,0,0
1084,16544,25,0,0
1085,16545,24,0,0
1086,16546,24,0,0
1087,16547,21,0,0
1088,16548,21,0,0
1089,16549,20,0,0
1090,16550,19,0,0
1091,16551,18,0,0
1092,16552,18,0,0
1093,16553,17,0,0
1094,16554,16,0,0
1095,16555,16,0,0
1096,16556,15,0,0
1097,16557,15,0,0
1098,16558,14,0,0
1099,16559,13,0,0
1100,16560,13,0,0
1101,16561,12,0,0
1102,16562,11,0,0
1103,16563,11,0,0
1104,16564,9,0,0
1105,16565,9,0,0
1106,16566,9,0,0
1107,16567,8,0,0
1108,16568,8,0,0
1109,16569,8,0,0
1110,16570,7,0,0
1111,16571,7,0,0
1112,16572,7,0,0
1113,16573,5,0,0
1114,16574,5,0,0
1115,16575,5,0,0
1116,16576,5,0,0
1117,16577,5,0,0
1118,16578,4,0,0
1119,16579,4,0,0
1120,16580,4,0,0
1121,16581,4,0,0
1122,16582,3,0,0
1123,16583,3,0,0
1124,16584,3,0,0
1125,16585,3,0,0
1126,16586,1,0,0
1127,16587,1,0,0
1128,16588,1,0,0
1129,16589,0,1,1
1130,16590,0,2,1
1131,16591,0,2,1
1132,16704,44,0,0
1133,16705,44,0,0
1134,16706,43,0,0
1135,16707,43,0,0
1136,16708,43,0,0
1137,16709,40,0,0
1138,16710,40,0,0
1139,16711,39,0,0
1140,16712,37,0,0
1141,16713,36,0,0
1142,16714,36,0,0
1143,16715,35,0,0
1144,16716,35,0,0
1145,16717,34,0,0
1146,16718,34,0,0
1147,16719,34,0,0
1148,16720,33,0,0
1149,16721,34,0,0
1150,16722,33,0,0
1151,16723,33,0,0
1152,16724,33,0,0
1153,16725,33,0,0
1154,16726,32,0,0
1155,16727,32,0,0
1156,16728,32,0,0
1157,16729,31,0,0
1158,16730,30,0,0
1159,16731,30,0,0
1160,16732,30,0,0
1161,16733,28,0,0
1162,16734,28,0,0
1163,16735,27,0,0
1164,16736,26,0,0
1165,16737,25,0,0
1166,16738,25,0,0
1167,16739,22,0,0
1168,16740,22,0,0
1169,16741,21,0,0
1170,16742,20,0,0
1171,16743,19,0,0
1172,16744,19,0,0
1173,16745,18,0,0
1174,16746,17,0,0
1175,16747,17,0,0
1176,16748,16,0,0
1177,16749,16,0,0
1178,16750,15,0,0
1179,16751,14,0,0
1180,16752,14,0,0
1181,16753,13,0,0
1182,16754,12,0,0
1183,16755,12,0,0
1184,16756,10,0,0
1185,16757,10,0,0
1186,16758,10,0,0
1187,16759,9,0,0
1188,16760,9,0,0
1189,16761,9,0,0
1190,16762,8,0,0
1191,16763,8,0,0
1192,16764,8,0,0
1193,16765,6,0,0
1194,16766,6,0,0
1195,16767,6,0,0
1196,16768,6,0,0
1197,16769,6,0,0
1198,16770,5,0,0
1199,16771,5,0,0
1200,16772,5,0,0
1201,16773,5,0,0
1202,16774,4,0,0
1203,16775,4,0,0
1204,16776,4,0,0
1205,16777,4,0,0
1206,16778,2,0,0
1207,16779,2,0,0
1208,16780,2,0,0
1209,16781,1,0,0
1210,16782,1,0,0
1211,16783,0,1,1
1212,16784,0,1,1
1213,16785,0,2,1
1214,16896,45,0,0
1215,16897,45,0,0
1216,16898,44,0,0
1217,16899,44,0,0
1218,16900,44,0,0
1219,16901,42,0,0
1220,16902,42,0,0
1221,16903,41,0,0
1222,16904,40,0,0
1223,16905,38,0,0
1224,16906,38,0,0
1225,16907,38,0,0
1226,16908,38,0,0
1227,16909,37,0,0
1228,16910,38,0,0
1229,16911,38,0,0
1230,16912,36,0,0
1231,16913,38,0,0
1232,16914,37,0,0
1233,16915,37,0,0
1234,16916,37,0,0
1235,16917,37,0,0
1236,16918,36,0,0
1237,16919,36,0,0
1238,16920,36,0,0
1239,16921,35,0,0
1240,16922,34,0,0
1241,16923,34,0,0
1242,16924,34,0,0
1243,16925,32,0,0
1244,16926,32,0,0
