Corr,X,Y
2,594854.541,1668598.877
2,594855.507,1668599.135
2,594855.507,1668599.135
2,594856.473,1668599.392
2,594857.44,1668599.65
2,594858.406,1668599.908
2,594859.372,1668600.166
2,594860.338,1668600.423
2,594861.305,1668600.681
2,594862.271,1668600.939
2,594863.237,1668601.196
2,594864.203,1668601.454
2,594865.169,1668601.712
2,594866.136,1668601.969
2,594867.102,1668602.227
2,594868.068,1668602.485
2,594869.034,1668602.742
2,594870.001,1668603
2,594870.001,1668603
2,594870.476,1668603.88
2,594870.952,1668604.759
2,594871.427,1668605.639
2,594871.903,1668606.519
2,594872.378,1668607.399
2,594872.854,1668608.278
2,594873.329,1668609.158
2,594873.805,1668610.038
2,594874.28,1668610.917
2,594874.756,1668611.797
2,594875.231,1668612.677
2,594875.707,1668613.557
2,594876.182,1668614.436
2,594876.657,1668615.316
2,594877.133,1668616.196
2,594877.608,1668617.076
2,594878.084,1668617.955
2,594878.559,1668618.835
2,594879.035,1668619.715
2,594879.51,1668620.594
2,594879.986,1668621.474
2,594880.461,1668622.354
2,594880.937,1668623.234
2,594881.412,1668624.113
2,594881.888,1668624.993
2,594882.363,1668625.873
2,594882.839,1668626.752
2,594882.867,1668626.804
2,594882.965,1668626.986
2,594883.441,1668627.866
2,594883.916,1668628.746
2,594884.392,1668629.625
2,594884.867,1668630.505
2,594885.343,1668631.385
2,594885.818,1668632.265
2,594886.294,1668633.144
2,594886.769,1668634.024
2,594887.245,1668634.904
2,594887.72,1668635.783
2,594888.196,1668636.663
2,594888.672,1668637.543
2,594889.147,1668638.422
2,594889.623,1668639.302
2,594890,1668640
2,594890.085,1668640.996
2,594890.17,1668641.992
2,594890.256,1668642.989
2,594890.341,1668643.985
2,594890.427,1668644.981
2,594890.512,1668645.978
2,594890.598,1668646.974
2,594890.683,1668647.97
2,594890.769,1668648.967
2,594890.854,1668649.963
2,594890.94,1668650.959
2,594891.025,1668651.956
2,594891.11,1668652.952
2,594891.196,1668653.948
2,594891.281,1668654.945
2,594891.367,1668655.941
2,594891.452,1668656.937
2,594891.538,1668657.934
2,594891.623,1668658.93
2,594891.709,1668659.926
2,594891.72,1668660.056
2,594891.805,1668661.052
2,594891.891,1668662.048
2,594891.976,1668663.045
2,594892.061,1668664.041
2,594892.147,1668665.037
2,594892.232,1668666.034
2,594892.318,1668667.03
2,594892.403,1668668.026
2,594892.488,1668669.023
2,594892.571,1668669.987
2,594892.656,1668670.984
2,594892.742,1668671.98
2,594892.827,1668672.977
2,594892.913,1668673.973
2,594892.998,1668674.969
2,594893.001,1668674.999
2,594892.805,1668675.98
2,594892.608,1668676.961
2,594892.412,1668677.941
2,594892.216,1668678.922
2,594892.02,1668679.902
2,594891.824,1668680.883
2,594891.628,1668681.863
2,594891.432,1668682.844
2,594891.236,1668683.825
2,594891.04,1668684.805
2,594890.844,1668685.786
2,594890.647,1668686.766
2,594890.451,1668687.747
2,594890.255,1668688.728
2,594890.059,1668689.708
2,594889.884,1668690.582
2,594889.688,1668691.563
2,594889.492,1668692.544
2,594889.296,1668693.524
2,594889.1,1668694.505
2,594888.903,1668695.485
2,594888.707,1668696.466
2,594888.511,1668697.446
2,594888.315,1668698.427
2,594888.119,1668699.408
2,594887.923,1668700.388
2,594887.726,1668701.369
2,594887.53,1668702.349
2,594887.334,1668703.33
2,594887.138,1668704.31
2,594886.942,1668705.291
2,594886.942,1668705.291
2,594886.746,1668706.272
2,594886.549,1668707.253
2,594886.353,1668708.233
2,594886.157,1668709.214
2,594885.961,1668710.194
2,594885.765,1668711.175
2,594885.569,1668712.155
2,594885.373,1668713.136
2,594885.177,1668714.117
2,594884.981,1668715.097
2,594884.785,1668716.078
2,594884.589,1668717.058
2,594884.393,1668718.039
2,594884.197,1668719.02
2,594884.001,1668720
2,594884.001,1668720
2,594883.849,1668720.989
2,594883.696,1668721.977
2,594883.544,1668722.965
2,594883.392,1668723.954
2,594883.24,1668724.942
2,594883.088,1668725.931
2,594882.936,1668726.919
2,594882.784,1668727.907
2,594882.632,1668728.896
2,594882.48,1668729.884
2,594882.328,1668730.872
2,594882.176,1668731.861
2,594882.024,1668732.849
2,594881.872,1668733.837
2,594881.719,1668734.826
2,594881.567,1668735.814
2,594881.415,1668736.803
2,594881.263,1668737.791
2,594881.111,1668738.779
2,594880.959,1668739.768
2,594880.807,1668740.756
2,594880.655,1668741.744
2,594880.503,1668742.733
2,594880.351,1668743.721
2,594880.281,1668744.175
2,594880.129,1668745.163
2,594879.977,1668746.152
2,594879.825,1668747.14
2,594879.672,1668748.129
2,594879.52,1668749.117
2,594879.368,1668750.105
2,594879.216,1668751.094
2,594879.064,1668752.082
2,594878.912,1668753.07
2,594878.76,1668754.059
2,594878.608,1668755.047
2,594878.456,1668756.035
2,594878.303,1668757.024
2,594878.151,1668758.012
2,594877.999,1668759.001
2,594877.999,1668759.001
2,594877.972,1668760
2,594877.944,1668761
2,594877.917,1668762
2,594877.89,1668762.999
2,594877.862,1668763.999
2,594877.835,1668764.999
2,594877.808,1668765.998
2,594877.78,1668766.998
2,594877.753,1668767.997
2,594877.725,1668768.997
2,594877.698,1668769.997
2,594877.671,1668770.996
2,594877.643,1668771.996
2,594877.616,1668772.996
2,594877.589,1668773.995
2,594877.561,1668774.995
2,594877.534,1668775.994
2,594877.506,1668776.994
2,594877.479,1668777.994
2,594877.452,1668778.993
2,594877.424,1668779.993
2,594877.397,1668780.993
2,594877.37,1668781.992
2,594877.342,1668782.992
2,594877.315,1668783.991
2,594877.287,1668784.991
2,594877.26,1668785.991
2,594877.233,1668786.99
2,594877.232,1668787.017
2,594877.205,1668788.016
2,594877.177,1668789.016
2,594877.15,1668790.015
2,594877.122,1668791.015
2,594877.095,1668792.015
2,594877.068,1668793.014
2,594877.04,1668794.014
2,594877.013,1668795.014
2,594876.986,1668796.013
2,594876.958,1668797.013
2,594876.931,1668798.012
2,594876.903,1668799.012
2,594876.876,1668800.012
2,594876.849,1668801.011
2,594876.821,1668802.011
2,594876.821,1668802.011
2,594876.794,1668803.011
2,594876.767,1668804.011
2,594876.739,1668805.01
2,594876.712,1668806.01
2,594876.684,1668807.009
2,594876.657,1668808.009
2,594876.63,1668809.009
2,594876.602,1668810.008
2,594876.575,1668811.008
2,594876.548,1668812.008
2,594876.52,1668813.007
2,594876.493,1668814.007
2,594876.465,1668815.006
2,594876.438,1668816.006
2,594876.411,1668817.006
2,594876.411,1668817.006
2,594876.405,1668817.204
2,594876.377,1668818.203
2,594876.35,1668819.203
2,594876.323,1668820.202
2,594876.295,1668821.202
2,594876.268,1668822.202
2,594876.241,1668823.201
2,594876.213,1668824.201
2,594876.186,1668825.201
2,594876.159,1668826.2
2,594876.131,1668827.2
2,594876.104,1668828.199
2,594876.077,1668829.199
2,594876.049,1668830.199
2,594876.022,1668831.198
2,594876,1668831.999
2,594875.964,1668832.999
2,594875.928,1668833.998
2,594875.891,1668834.997
2,594875.855,1668835.997
2,594875.819,1668836.996
2,594875.783,1668837.995
2,594875.747,1668838.995
2,594875.711,1668839.994
2,594875.675,1668840.993
2,594875.639,1668841.993
2,594875.602,1668842.992
2,594875.566,1668843.991
2,594875.53,1668844.991
2,594875.494,1668845.99
2,594875.458,1668846.989
2,594875.422,1668847.989
2,594875.386,1668848.988
2,594875.349,1668849.988
2,594875.313,1668850.987
2,594875.277,1668851.986
2,594875.241,1668852.986
2,594875.205,1668853.985
2,594875.169,1668854.984
2,594875.167,1668855.039
2,594875.131,1668856.038
2,594875.095,1668857.037
2,594875.068,1668857.768
2,594875.032,1668858.767
2,594874.996,1668859.767
2,594874.96,1668860.766
2,594874.924,1668861.765
2,594874.888,1668862.765
2,594874.852,1668863.764
2,594874.816,1668864.763
2,594874.78,1668865.763
2,594874.744,1668866.762
2,594874.737,1668866.951
2,594874.701,1668867.951
2,594874.665,1668868.95
2,594874.628,1668869.949
2,594874.625,1668870.03
2,594874.589,1668871.029
2,594874.553,1668872.028
2,594874.517,1668873.028
2,594874.481,1668874.027
2,594874.445,1668875.026
2,594874.409,1668876.026
2,594874.373,1668877.025
2,594874.337,1668878.024
2,594874.301,1668879.024
2,594874.265,1668880.023
2,594874.228,1668881.022
2,594874.192,1668882.022
2,594874.156,1668883.021
2,594874.12,1668884.02
2,594874.084,1668885.02
2,594874.084,1668885.02
2,594874.048,1668886.02
2,594874.012,1668887.019
2,594873.976,1668888.018
2,594873.939,1668889.018
2,594873.903,1668890.017
2,594873.867,1668891.016
2,594873.831,1668892.016
2,594873.795,1668893.015
2,594873.759,1668894.015
2,594873.722,1668895.014
2,594873.686,1668896.013
2,594873.65,1668897.013
2,594873.614,1668898.012
2,594873.578,1668899.011
2,594873.571,1668899.2
2,594873.541,1668900.01
2,594873.505,1668901.009
2,594873.469,1668902.008
2,594873.433,1668903.008
2,594873.397,1668904.007
2,594873.361,1668905.006
2,594873.325,1668906.006
2,594873.289,1668907.005
2,594873.252,1668908.004
2,594873.216,1668909.004
2,594873.18,1668910.003
2,594873.144,1668911.002
2,594873.108,1668912.002
2,594873.072,1668913.001
2,594873.036,1668914
2,594873,1668915
2,594873,1668915.001
2,594872.873,1668915.992
2,594872.747,1668916.984
2,594872.62,1668917.976
2,594872.493,1668918.968
2,594872.367,1668919.96
2,594872.24,1668920.952
2,594872.113,1668921.944
2,594871.987,1668922.936
2,594871.86,1668923.928
2,594871.734,1668924.92
2,594871.607,1668925.912
2,594871.48,1668926.904
2,594871.354,1668927.896
2,594871.227,1668928.888
2,594871.1,1668929.88
2,594870.974,1668930.872
2,594870.847,1668931.864
2,594870.72,1668932.856
2,594870.594,1668933.848
2,594870.497,1668934.604
2,594870.371,1668935.596
2,594870.244,1668936.588
2,594870.117,1668937.58
2,594869.991,1668938.572
2,594869.864,1668939.564
2,594869.737,1668940.556
2,594869.611,1668941.548
2,594869.484,1668942.54
2,594869.357,1668943.531
2,594869.231,1668944.523
2,594869.104,1668945.515
2,594868.977,1668946.507
2,594868.851,1668947.499
2,594868.724,1668948.491
2,594868.597,1668949.482
2,594868.471,1668950.474
2,594868.344,1668951.466
2,594868.218,1668952.458
2,594868.091,1668953.45
2,594867.965,1668954.442
2,594867.838,1668955.434
2,594867.711,1668956.426
2,594867.585,1668957.418
2,594867.458,1668958.41
2,594867.332,1668959.402
2,594867.205,1668960.394
2,594867.079,1668961.386
2,594866.952,1668962.378
2,594866.826,1668963.37
2,594866.699,1668964.362
2,594866.699,1668964.362
2,594866.572,1668965.354
2,594866.446,1668966.346
2,594866.319,1668967.338
2,594866.192,1668968.33
2,594866.066,1668969.322
2,594865.939,1668970.314
2,594865.812,1668971.306
2,594865.686,1668972.298
2,594865.559,1668973.29
2,594865.432,1668974.282
2,594865.306,1668975.274
2,594865.179,1668976.266
2,594865.052,1668977.257
2,594864.926,1668978.249
2,594864.799,1668979.241
2,594864.799,1668979.242
2,594864.672,1668980.234
2,594864.545,1668981.226
2,594864.419,1668982.218
2,594864.292,1668983.21
2,594864.165,1668984.202
2,594864.038,1668985.194
2,594863.913,1668986.175
2,594863.786,1668987.167
2,594863.66,1668988.159
2,594863.533,1668989.151
2,594863.407,1668990.143
2,594863.28,1668991.135
2,594863.153,1668992.127
2,594863.027,1668993.119
2,594862.9,1668994.111
2,594862.899,1668994.12
2,594862.772,1668995.112
2,594862.646,1668996.104
2,594862.519,1668997.096
2,594862.393,1668998.088
2,594862.266,1668999.08
2,594862.14,1669000.072
2,594862.013,1669001.064
2,594861.887,1669002.056
2,594861.76,1669003.048
2,594861.634,1669004.04
2,594861.507,1669005.032
2,594861.38,1669006.024
2,594861.254,1669007.016
2,594861.127,1669008.008
2,594861.001,1669009
2,594861.001,1669009
2,594860.669,1669009.943
2,594860.336,1669010.887
2,594860.004,1669011.83
2,594859.672,1669012.773
2,594859.34,1669013.716
2,594859.008,1669014.66
2,594858.676,1669015.603
2,594858.343,1669016.546
2,594858.011,1669017.489
2,594857.679,1669018.433
2,594857.347,1669019.376
2,594857.015,1669020.319
2,594856.683,1669021.262
2,594856.537,1669021.676
2,594856.205,1669022.62
2,594855.928,1669023.406
2,594855.596,1669024.349
2,594855.264,1669025.293
2,594854.932,1669026.236
2,594854.599,1669027.179
2,594854.267,1669028.122
2,594853.935,1669029.066
2,594853.603,1669030.009
2,594853.271,1669030.952
2,594852.939,1669031.895
2,594852.606,1669032.838
2,594852.274,1669033.782
2,594851.942,1669034.725
2,594851.61,1669035.668
2,594851.278,1669036.611
2,594850.946,1669037.554
2,594850.614,1669038.497
2,594850.282,1669039.44
2,594849.949,1669040.384
2,594849.617,1669041.327
2,594849.285,1669042.27
2,594848.953,1669043.213
2,594848.741,1669043.815
2,594848.409,1669044.758
2,594848.077,1669045.701
2,594847.745,1669046.644
2,594847.413,1669047.588
2,594847.081,1669048.531
2,594846.749,1669049.474
2,594846.416,1669050.417
2,594846.084,1669051.36
2,594845.963,1669051.703
2,594845.631,1669052.647
2,594845.299,1669053.59
2,594844.967,1669054.533
2,594844.635,1669055.476
2,594844.303,1669056.419
2,594843.97,1669057.363
2,594843.638,1669058.306
2,594843.306,1669059.249
2,594842.974,1669060.192
2,594842.642,1669061.136
2,594842.31,1669062.079
2,594841.977,1669063.022
2,594841.645,1669063.965
2,594841.313,1669064.908
2,594840.981,1669065.851
2,594840.649,1669066.794
2,594840.317,1669067.738
2,594839.985,1669068.681
2,594839.653,1669069.624
2,594839.321,1669070.567
2,594838.989,1669071.511
2,594838.657,1669072.454
2,594838.325,1669073.397
2,594837.993,1669074.34
2,594837.661,1669075.284
2,594837.329,1669076.227
2,594836.997,1669077.17
2,594836.665,1669078.114
2,594836.333,1669079.057
2,594836.001,1669080
2,594836,1669080
2,594835.602,1669080.918
2,594835.204,1669081.835
2,594834.805,1669082.752
2,594834.407,1669083.669
2,594834.009,1669084.587
2,594833.61,1669085.504
2,594833.212,1669086.421
2,594832.814,1669087.338
2,594832.508,1669088.043
2,594832.109,1669088.96
2,594831.711,1669089.877
2,594831.313,1669090.795
2,594830.914,1669091.712
2,594830.516,1669092.629
2,594830.118,1669093.546
2,594829.72,1669094.464
2,594829.321,1669095.381
2,594828.923,1669096.298
2,594828.525,1669097.216
2,594828.127,1669098.133
2,594827.728,1669099.05
2,594827.33,1669099.967
2,594826.932,1669100.885
2,594826.897,1669100.964
2,594826.499,1669101.882
2,594826.1,1669102.799
2,594825.702,1669103.716
2,594825.304,1669104.634
2,594824.906,1669105.551
2,594824.626,1669106.195
2,594824.227,1669107.113
2,594823.829,1669108.03
2,594823.431,1669108.947
2,594823.033,1669109.864
2,594822.634,1669110.782
2,594822.236,1669111.699
2,594821.838,1669112.616
2,594821.439,1669113.533
2,594821.041,1669114.451
2,594820.923,1669114.724
2,594820.524,1669115.641
2,594820.126,1669116.558
2,594819.728,1669117.475
2,594819.329,1669118.393
2,594818.931,1669119.31
2,594818.533,1669120.227
2,594818.135,1669121.144
2,594817.736,1669122.062
2,594817.338,1669122.979
2,594816.94,1669123.896
2,594816.541,1669124.813
2,594816.143,1669125.731
2,594815.745,1669126.648
2,594815.346,1669127.565
2,594814.948,1669128.482
2,594814.948,1669128.483
2,594814.735,1669128.975
2,594814.336,1669129.893
2,594813.938,1669130.81
2,594813.54,1669131.727
2,594813.141,1669132.644
2,594812.743,1669133.562
2,594812.345,1669134.479
2,594811.946,1669135.396
2,594811.548,1669136.313
2,594811.15,1669137.231
2,594810.751,1669138.148
2,594810.353,1669139.065
2,594809.955,1669139.982
2,594809.557,1669140.9
2,594809.158,1669141.817
2,594808.974,1669142.242
2,594808.575,1669143.159
2,594808.177,1669144.076
2,594807.779,1669144.994
2,594807.38,1669145.911
2,594806.982,1669146.828
2,594806.584,1669147.745
2,594806.185,1669148.662
2,594805.787,1669149.58
2,594805.389,1669150.497
2,594804.99,1669151.414
2,594804.592,1669152.331
2,594804.194,1669153.249
2,594803.795,1669154.166
2,594803.397,1669155.083
2,594802.999,1669155.999
2,594802.766,1669156.972
2,594802.533,1669157.944
2,594802.299,1669158.916
2,594802.066,1669159.889
2,594801.833,1669160.861
2,594801.599,1669161.834
2,594801.366,1669162.806
2,594801.133,1669163.778
2,594800.899,1669164.751
2,594800.666,1669165.723
2,594800.433,1669166.696
2,594800.199,1669167.668
2,594799.966,1669168.64
2,594799.733,1669169.613
2,594799.499,1669170.585
2,594799.266,1669171.558
2,594799.033,1669172.53
2,594799.002,1669172.656
2,594798.91,1669173.045
2,594798.676,1669174.018
2,594798.443,1669174.99
2,594798.209,1669175.962
2,594797.976,1669176.935
2,594797.743,1669177.907
2,594797.509,1669178.879
2,594797.276,1669179.852
2,594797.042,1669180.824
2,594796.809,1669181.797
2,594796.575,1669182.769
2,594796.342,1669183.741
2,594796.108,1669184.714
2,594795.875,1669185.686
2,594795.641,1669186.658
2,594795.501,1669187.242
2,594795.268,1669188.214
2,594795.035,1669189.187
2,594794.801,1669190.159
2,594794.568,1669191.131
2,594794.334,1669192.104
2,594794.101,1669193.076
2,594793.868,1669194.049
2,594793.634,1669195.021
2,594793.401,1669195.993
2,594793.168,1669196.966
2,594792.934,1669197.938
2,594792.701,1669198.91
2,594792.467,1669199.883
2,594792.234,1669200.855
2,594792.001,1669201.828
2,594792.001,1669201.828
2,594791.767,1669202.8
2,594791.534,1669203.773
2,594791.301,1669204.745
2,594791.067,1669205.717
2,594790.834,1669206.69
2,594790.601,1669207.662
2,594790.368,1669208.635
2,594790.134,1669209.607
2,594789.901,1669210.579
2,594789.668,1669211.552
2,594789.434,1669212.524
2,594789.201,1669213.497
2,594788.968,1669214.469
2,594788.735,1669215.441
2,594788.543,1669216.239
2,594788.501,1669216.414
2,594788.268,1669217.386
2,594788.035,1669218.358
2,594787.801,1669219.331
2,594787.568,1669220.303
2,594787.334,1669221.276
2,594787.101,1669222.248
2,594786.868,1669223.22
2,594786.634,1669224.193
2,594786.401,1669225.165
2,594786.167,1669226.138
2,594785.934,1669227.11
2,594785.701,1669228.082
2,594785.467,1669229.055
2,594785.234,1669230.027
2,594785,1669230.999
2,594785,1669231
2,594784.697,1669231.953
2,594784.394,1669232.905
2,594784.091,1669233.858
2,594783.787,1669234.811
2,594783.484,1669235.764
2,594783.181,1669236.717
2,594782.878,1669237.67
2,594782.574,1669238.623
2,594782.271,1669239.576
2,594781.968,1669240.529
2,594781.665,1669241.482
2,594781.362,1669242.435
2,594781.058,1669243.387
2,594780.755,1669244.34
2,594780.452,1669245.293
2,594780.149,1669246.246
2,594779.845,1669247.199
2,594779.542,1669248.152
2,594779.239,1669249.105
2,594778.936,1669250.058
2,594778.632,1669251.011
2,594778.329,1669251.964
2,594778.026,1669252.917
2,594777.723,1669253.87
2,594777.419,1669254.822
2,594777.288,1669255.237
2,594776.984,1669256.19
2,594776.681,1669257.143
2,594776.378,1669258.095
2,594776.075,1669259.048
2,594775.772,1669260.001
2,594775.468,1669260.954
2,594775.165,1669261.907
2,594774.862,1669262.86
2,594774.559,1669263.813
2,594774.256,1669264.766
2,594773.952,1669265.719
2,594773.649,1669266.672
2,594773.346,1669267.625
2,594773.043,1669268.578
2,594772.74,1669269.531
2,594772.74,1669269.531
2,594772.437,1669270.484
2,594772.133,1669271.437
2,594771.83,1669272.39
2,594771.527,1669273.343
2,594771.224,1669274.296
2,594770.921,1669275.249
2,594770.618,1669276.202
2,594770.479,1669276.639
2,594770.176,1669277.592
2,594769.872,1669278.545
2,594769.569,1669279.497
2,594769.266,1669280.45
2,594768.962,1669281.403
2,594768.659,1669282.356
2,594768.356,1669283.309
2,594768.192,1669283.825
2,594767.888,1669284.778
2,594767.585,1669285.731
2,594767.282,1669286.684
2,594766.979,1669287.637
2,594766.676,1669288.59
2,594766.373,1669289.542
2,594766.069,1669290.495
2,594765.766,1669291.448
2,594765.463,1669292.401
2,594765.16,1669293.354
2,594764.857,1669294.307
2,594764.553,1669295.26
2,594764.25,1669296.213
2,594763.947,1669297.166
2,594763.644,1669298.119
2,594763.644,1669298.119
2,594763.34,1669299.072
2,594763.037,1669300.025
2,594762.734,1669300.978
2,594762.431,1669301.931
2,594762.128,1669302.884
2,594761.824,1669303.837
2,594761.521,1669304.789
2,594761.218,1669305.742
2,594760.915,1669306.695
2,594760.611,1669307.648
2,594760.308,1669308.601
2,594760.005,1669309.554
2,594759.702,1669310.507
2,594759.399,1669311.46
2,594759.096,1669312.411
2,594758.793,1669313.364
2,594758.489,1669314.317
2,594758.186,1669315.27
2,594757.883,1669316.223
2,594757.58,1669317.176
2,594757.277,1669318.129
2,594756.973,1669319.082
2,594756.67,1669320.035
2,594756.367,1669320.988
2,594756.064,1669321.941
2,594755.761,1669322.894
2,594755.457,1669323.847
2,594755.154,1669324.799
2,594754.851,1669325.752
2,594754.548,1669326.705
2,594754.548,1669326.706
2,594754.245,1669327.658
2,594753.941,1669328.611
2,594753.638,1669329.564
2,594753.335,1669330.517
2,594753.032,1669331.47
2,594752.729,1669332.423
2,594752.426,1669333.376
2,594752.122,1669334.329
2,594751.819,1669335.282
2,594751.516,1669336.235
2,594751.328,1669336.827
2,594751.024,1669337.78
2,594750.721,1669338.733
2,594750.418,1669339.686
2,594750.115,1669340.639
2,594750,1669341
2,594749.565,1669341.9
2,594749.13,1669342.801
2,594748.696,1669343.701
2,594748.261,1669344.602
2,594747.826,1669345.502
2,594747.391,1669346.403
2,594746.957,1669347.304
2,594746.522,1669348.204
2,594746.087,1669349.105
2,594745.653,1669350.005
2,594745.218,1669350.906
2,594744.783,1669351.806
2,594744.348,1669352.707
2,594743.914,1669353.607
2,594743.479,1669354.508
2,594743.044,1669355.409
2,594742.609,1669356.309
2,594742.175,1669357.21
2,594741.74,1669358.11
2,594741.305,1669359.011
2,594740.87,1669359.911
2,594740.607,1669360.458
2,594740.172,1669361.359
2,594739.737,1669362.259
2,594739.302,1669363.16
2,594738.867,1669364.06
2,594738.433,1669364.961
2,594737.998,1669365.861
2,594737.563,1669366.762
2,594737.128,1669367.662
2,594736.693,1669368.563
2,594736.259,1669369.463
2,594735.824,1669370.364
2,594735.389,1669371.264
2,594734.954,1669372.165
2,594734.519,1669373.065
2,594734.085,1669373.966
2,594734.084,1669373.967
2,594733.65,1669374.867
2,594733.215,1669375.768
2,594732.78,1669376.668
2,594732.346,1669377.569
2,594731.911,1669378.469
2,594731.476,1669379.37
2,594731.041,1669380.271
2,594730.607,1669381.171
2,594730.172,1669382.072
2,594729.737,1669382.972
2,594729.303,1669383.873
2,594728.868,1669384.773
2,594728.433,1669385.674
2,594727.998,1669386.575
2,594727.564,1669387.475
2,594727.129,1669388.376
2,594726.694,1669389.276
2,594726.26,1669390.177
2,594725.825,1669391.077
2,594725.39,1669391.978
2,594724.956,1669392.878
2,594724.521,1669393.779
2,594724.086,1669394.68
2,594723.651,1669395.58
2,594723.217,1669396.481
2,594722.782,1669397.381
2,594722.347,1669398.282
2,594721.913,1669399.182
2,594721.478,1669400.083
2,594721.043,1669400.983
2,594721.03,1669401.009
2,594720.595,1669401.91
2,594720.16,1669402.81
2,594719.726,1669403.711
2,594719.291,1669404.611
2,594718.856,1669405.512
2,594718.421,1669406.412
2,594717.987,1669407.313
2,594717.552,1669408.213
2,594717.117,1669409.114
2,594716.682,1669410.014
2,594716.248,1669410.915
2,594715.813,1669411.816
2,594715.378,1669412.716
2,594714.943,1669413.617
2,594714.521,1669414.492
2,594714.086,1669415.393
2,594713.652,1669416.293
2,594713.217,1669417.194
2,594712.782,1669418.094
2,594712.347,1669418.995
2,594711.913,1669419.895
2,594711.478,1669420.796
2,594711.043,1669421.697
2,594710.609,1669422.597
2,594710.174,1669423.498
2,594709.739,1669424.398
2,594709.304,1669425.299
2,594708.87,1669426.199
2,594708.435,1669427.1
2,594708,1669428
2,594707.594,1669428.914
2,594707.188,1669429.828
2,594706.781,1669430.742
2,594706.375,1669431.655
2,594706.222,1669431.999
2,594705.816,1669432.913
2,594705.41,1669433.827
2,594705.003,1669434.741
2,594704.597,1669435.655
2,594704.191,1669436.568
2,594703.785,1669437.482
2,594703.379,1669438.396
2,594702.973,1669439.31
2,594702.567,1669440.224
2,594702.161,1669441.138
2,594701.755,1669442.051
2,594701.348,1669442.965
2,594700.942,1669443.879
2,594700.536,1669444.793
2,594700.13,1669445.707
2,594699.724,1669446.621
2,594699.318,1669447.534
2,594698.912,1669448.448
2,594698.506,1669449.362
2,594698.385,1669449.633
2,594697.979,1669450.547
2,594697.573,1669451.461
2,594697.167,1669452.374
2,594696.761,1669453.288
2,594696.368,1669454.172
2,594695.962,1669455.086
2,594695.556,1669456
2,594695.15,1669456.914
2,594694.743,1669457.827
2,594694.337,1669458.741
2,594693.931,1669459.655
2,594693.525,1669460.569
2,594693.119,1669461.483
2,594692.713,1669462.396
2,594692.307,1669463.31
2,594691.901,1669464.224
2,594691.494,1669465.138
2,594691.088,1669466.052
2,594690.682,1669466.965
2,594690.277,1669467.878
2,594689.87,1669468.792
2,594689.464,1669469.706
2,594689.058,1669470.619
2,594688.652,1669471.533
2,594688.246,1669472.447
2,594687.84,1669473.361
2,594687.434,1669474.275
2,594687.028,1669475.189
2,594686.621,1669476.102
2,594686.215,1669477.016
2,594685.809,1669477.93
2,594685.403,1669478.844
2,594684.997,1669479.758
2,594684.951,1669479.861
2,594684.544,1669480.775
2,594684.183,1669481.586
2,594683.777,1669482.499
2,594683.371,1669483.413
2,594682.965,1669484.327
2,594682.559,1669485.241
