Corr,X,Y
1,594684.473,1668901.358
1,594684.120,1668902.294
1,594683.767,1668903.229
1,594683.415,1668904.165
1,594683.062,1668905.101
1,594682.709,1668906.037
1,594682.356,1668906.972
1,594682.004,1668907.908
1,594681.651,1668908.844
1,594681.324,1668909.712
1,594680.971,1668910.648
1,594680.618,1668911.584
1,594680.266,1668912.519
1,594679.913,1668913.455
1,594679.560,1668914.391
1,594679.208,1668915.327
1,594678.855,1668916.262
1,594678.503,1668917.198
1,594678.150,1668918.134
1,594677.797,1668919.070
1,594677.445,1668920.005
1,594677.092,1668920.941
1,594676.739,1668921.877
1,594676.387,1668922.813
1,594676.034,1668923.748
1,594675.681,1668924.684
1,594675.328,1668925.619
1,594674.976,1668926.555
1,594674.623,1668927.491
1,594674.298,1668928.351
1,594673.945,1668929.287
1,594673.593,1668930.223
1,594673.240,1668931.159
1,594672.887,1668932.094
1,594672.535,1668933.030
1,594672.182,1668933.966
1,594671.830,1668934.902
1,594671.477,1668935.837
1,594671.124,1668936.773
1,594670.772,1668937.709
1,594670.743,1668937.784
1,594670.391,1668938.720
1,594670.038,1668939.655
1,594669.685,1668940.591
1,594669.332,1668941.527
1,594668.980,1668942.462
1,594668.627,1668943.398
1,594668.274,1668944.334
1,594667.922,1668945.270
1,594667.569,1668946.205
1,594667.216,1668947.141
1,594666.863,1668948.077
1,594666.511,1668949.013
1,594666.158,1668949.948
1,594665.805,1668950.884
1,594665.452,1668951.820
1,594665.452,1668951.820
1,594665.100,1668952.755
1,594664.747,1668953.691
1,594664.563,1668954.178
1,594664.211,1668955.114
1,594663.858,1668956.050
1,594663.505,1668956.985
1,594663.152,1668957.921
1,594662.800,1668958.857
1,594662.447,1668959.793
1,594662.094,1668960.728
1,594661.741,1668961.664
1,594661.389,1668962.600
1,594661.036,1668963.536
1,594660.683,1668964.471
1,594660.331,1668965.407
1,594660.161,1668965.856
1,594659.809,1668966.791
1,594659.456,1668967.727
1,594659.104,1668968.663
1,594658.751,1668969.599
1,594658.398,1668970.534
1,594658.046,1668971.470
1,594657.693,1668972.406
1,594657.340,1668973.342
1,594656.988,1668974.277
1,594656.635,1668975.213
1,594656.282,1668976.149
1,594655.930,1668977.085
1,594655.577,1668978.021
1,594655.225,1668978.956
1,594654.872,1668979.891
1,594654.519,1668980.827
1,594654.167,1668981.763
1,594653.814,1668982.699
1,594653.461,1668983.634
1,594653.109,1668984.570
1,594652.756,1668985.506
1,594652.403,1668986.442
1,594652.050,1668987.377
1,594651.698,1668988.313
1,594651.511,1668988.807
1,594651.159,1668989.743
1,594650.806,1668990.679
1,594650.453,1668991.615
1,594650.100,1668992.550
1,594649.748,1668993.486
1,594649.581,1668993.927
1,594649.228,1668994.863
1,594648.876,1668995.799
1,594648.523,1668996.735
1,594648.170,1668997.670
1,594647.818,1668998.606
1,594647.465,1668999.542
1,594647.112,1669000.477
1,594646.759,1669001.413
1,594646.407,1669002.349
1,594646.054,1669003.285
1,594645.701,1669004.220
1,594645.348,1669005.156
1,594644.996,1669006.092
1,594644.643,1669007.028
1,594644.290,1669007.963
1,594643.938,1669008.899
1,594643.585,1669009.835
1,594643.232,1669010.770
1,594642.879,1669011.706
1,594642.527,1669012.642
1,594642.174,1669013.578
1,594641.821,1669014.513
1,594641.469,1669015.449
1,594641.116,1669016.385
1,594640.763,1669017.321
1,594640.411,1669018.256
1,594640.058,1669019.192
1,594639.705,1669020.128
1,594639.353,1669021.064
1,594639.000,1669021.999
1,594638.999,1669022.001
1,594638.425,1669022.819
1,594637.850,1669023.638
1,594637.275,1669024.456
1,594636.701,1669025.274
1,594636.126,1669026.093
1,594635.798,1669026.559
1,594635.224,1669027.378
1,594634.649,1669028.196
1,594634.074,1669029.014
1,594633.500,1669029.833
1,594632.925,1669030.651
1,594632.350,1669031.470
1,594631.776,1669032.288
1,594631.201,1669033.106
1,594630.627,1669033.925
1,594630.052,1669034.743
1,594629.477,1669035.562
1,594628.903,1669036.380
1,594628.328,1669037.198
1,594627.753,1669038.017
1,594627.179,1669038.835
1,594626.604,1669039.654
1,594626.029,1669040.472
1,594625.671,1669040.982
1,594625.097,1669041.801
1,594624.522,1669042.619
1,594623.947,1669043.438
1,594623.373,1669044.256
1,594623.238,1669044.448
1,594622.664,1669045.266
1,594622.089,1669046.085
1,594621.515,1669046.903
1,594620.940,1669047.722
1,594620.365,1669048.540
1,594619.791,1669049.358
1,594619.216,1669050.177
1,594618.642,1669050.995
1,594618.067,1669051.814
1,594617.492,1669052.632
1,594616.918,1669053.451
1,594616.343,1669054.269
1,594615.769,1669055.087
1,594615.194,1669055.906
1,594614.619,1669056.724
1,594614.045,1669057.543
1,594613.470,1669058.361
1,594612.896,1669059.180
1,594612.321,1669059.998
1,594611.747,1669060.816
1,594611.172,1669061.635
1,594610.597,1669062.453
1,594610.023,1669063.272
1,594609.448,1669064.090
1,594608.874,1669064.909
1,594608.299,1669065.727
1,594607.724,1669066.546
1,594607.150,1669067.364
1,594606.575,1669068.182
1,594606.001,1669069.001
1,594605.285,1669069.699
1,594604.570,1669070.398
1,594603.854,1669071.097
1,594603.139,1669071.795
1,594603.109,1669071.824
1,594602.394,1669072.523
1,594601.678,1669073.222
1,594600.963,1669073.920
1,594600.247,1669074.619
1,594599.532,1669075.318
1,594598.816,1669076.016
1,594598.101,1669076.715
1,594597.386,1669077.414
1,594596.670,1669078.112
1,594595.955,1669078.811
1,594595.239,1669079.510
1,594595.191,1669079.556
1,594594.476,1669080.255
1,594593.761,1669080.954
1,594593.045,1669081.653
1,594592.330,1669082.352
1,594591.615,1669083.050
1,594590.899,1669083.749
1,594590.184,1669084.448
1,594589.469,1669085.147
1,594588.753,1669085.845
1,594588.038,1669086.544
1,594587.323,1669087.243
1,594586.607,1669087.942
1,594585.892,1669088.641
1,594585.177,1669089.339
1,594584.462,1669090.038
1,594583.746,1669090.736
1,594583.031,1669091.435
1,594582.681,1669091.777
1,594581.965,1669092.475
1,594581.250,1669093.174
1,594580.535,1669093.873
1,594579.819,1669094.571
1,594579.104,1669095.270
1,594578.388,1669095.969
1,594577.673,1669096.668
1,594576.958,1669097.366
1,594576.242,1669098.065
1,594575.527,1669098.764
1,594574.812,1669099.463
1,594574.096,1669100.161
1,594573.730,1669100.519
1,594573.015,1669101.217
1,594572.300,1669101.916
1,594571.584,1669102.615
1,594570.869,1669103.313
1,594570.153,1669104.012
1,594569.438,1669104.711
1,594568.722,1669105.409
1,594568.007,1669106.108
1,594567.368,1669106.732
1,594566.653,1669107.431
1,594565.938,1669108.130
1,594565.222,1669108.829
1,594564.507,1669109.528
1,594563.792,1669110.227
1,594563.077,1669110.926
1,594563.001,1669111.000
1,594562.484,1669111.856
1,594561.967,1669112.712
1,594561.449,1669113.568
1,594560.932,1669114.424
1,594560.415,1669115.279
1,594559.898,1669116.135
1,594559.381,1669116.991
1,594558.864,1669117.847
1,594558.347,1669118.703
1,594557.830,1669119.559
1,594557.313,1669120.415
1,594556.795,1669121.271
1,594556.278,1669122.127
1,594555.761,1669122.983
1,594555.244,1669123.839
1,594554.727,1669124.695
1,594554.210,1669125.550
1,594553.693,1669126.406
1,594553.432,1669126.838
1,594552.915,1669127.694
1,594552.398,1669128.550
1,594551.881,1669129.406
1,594551.364,1669130.262
1,594550.846,1669131.118
1,594550.329,1669131.973
1,594549.812,1669132.829
1,594549.514,1669133.323
1,594548.997,1669134.179
1,594548.479,1669135.035
1,594547.962,1669135.891
1,594547.445,1669136.747
1,594546.928,1669137.603
1,594546.411,1669138.458
1,594545.894,1669139.314
1,594545.376,1669140.170
1,594544.859,1669141.026
1,594544.342,1669141.882
1,594543.825,1669142.738
1,594543.308,1669143.594
1,594542.790,1669144.450
1,594542.273,1669145.305
1,594541.756,1669146.161
1,594541.756,1669146.161
1,594541.239,1669147.017
1,594540.722,1669147.873
1,594540.205,1669148.729
1,594539.688,1669149.585
1,594539.171,1669150.441
1,594538.654,1669151.297
1,594538.597,1669151.392
1,594538.080,1669152.248
1,594537.562,1669153.104
1,594537.045,1669153.960
1,594536.528,1669154.815
1,594536.011,1669155.671
1,594535.494,1669156.527
1,594534.976,1669157.383
1,594534.459,1669158.239
1,594534.000,1669159.000
1,594533.716,1669159.959
1,594533.433,1669160.918
1,594533.150,1669161.877
1,594532.867,1669162.836
1,594532.583,1669163.795
1,594532.300,1669164.754
1,594532.017,1669165.713
1,594531.733,1669166.672
1,594531.450,1669167.631
1,594531.167,1669168.590
1,594530.884,1669169.549
1,594530.600,1669170.508
1,594530.317,1669171.467
1,594530.034,1669172.426
1,594529.751,1669173.385
1,594529.501,1669174.230
1,594529.218,1669175.189
1,594528.934,1669176.148
1,594528.651,1669177.107
1,594528.368,1669178.066
1,594528.084,1669179.025
1,594527.801,1669179.984
1,594527.517,1669180.943
1,594527.234,1669181.902
1,594526.951,1669182.861
1,594526.667,1669183.820
1,594526.384,1669184.779
1,594526.101,1669185.738
1,594525.817,1669186.697
1,594525.534,1669187.656
1,594525.251,1669188.615
1,594525.250,1669188.615
1,594524.967,1669189.574
1,594524.684,1669190.533
1,594524.400,1669191.492
1,594524.117,1669192.451
1,594523.894,1669193.205
1,594523.611,1669194.164
1,594523.328,1669195.123
1,594523.044,1669196.082
1,594522.761,1669197.041
1,594522.477,1669198.000
1,594522.194,1669198.959
1,594521.911,1669199.918
1,594521.627,1669200.877
1,594521.344,1669201.836
1,594521.060,1669202.795
1,594521.000,1669202.999
1,594520.804,1669203.980
1,594520.608,1669204.960
1,594520.412,1669205.941
1,594520.216,1669206.922
1,594520.019,1669207.902
1,594519.823,1669208.883
1,594519.627,1669209.863
1,594519.431,1669210.844
1,594519.235,1669211.824
1,594519.039,1669212.805
1,594518.843,1669213.786
1,594518.647,1669214.766
1,594518.451,1669215.747
1,594518.255,1669216.727
1,594518.059,1669217.708
1,594517.884,1669218.582
1,594517.688,1669219.563
1,594517.491,1669220.543
1,594517.295,1669221.524
1,594517.099,1669222.505
1,594516.903,1669223.485
1,594516.707,1669224.466
1,594516.511,1669225.446
1,594516.314,1669226.427
1,594516.118,1669227.407
1,594515.922,1669228.388
1,594515.726,1669229.369
1,594515.530,1669230.349
1,594515.334,1669231.330
1,594515.138,1669232.310
1,594514.941,1669233.291
1,594514.941,1669233.291
1,594514.745,1669234.272
1,594514.549,1669235.252
1,594514.353,1669236.233
1,594514.157,1669237.214
1,594513.961,1669238.194
1,594513.765,1669239.175
1,594513.569,1669240.155
1,594513.373,1669241.136
1,594513.177,1669242.117
1,594512.981,1669243.097
1,594512.785,1669244.078
1,594512.589,1669245.058
1,594512.393,1669246.039
1,594512.197,1669247.020
1,594512.001,1669248.000
1,594512.001,1669248.000
1,594512.024,1669249.000
1,594512.047,1669250.000
1,594512.070,1669250.999
1,594512.093,1669251.999
1,594512.117,1669252.999
1,594512.140,1669253.999
1,594512.163,1669254.998
1,594512.186,1669255.998
1,594512.210,1669256.998
1,594512.233,1669257.998
1,594512.256,1669258.997
1,594512.279,1669259.997
1,594512.302,1669260.997
1,594512.326,1669261.997
1,594512.349,1669262.996
1,594512.372,1669263.996
1,594512.395,1669264.996
1,594512.418,1669265.995
1,594512.442,1669266.995
1,594512.465,1669267.995
1,594512.488,1669268.995
1,594512.511,1669269.994
1,594512.535,1669270.994
1,594512.558,1669271.994
1,594512.581,1669272.994
1,594512.604,1669273.993
1,594512.627,1669274.993
1,594512.651,1669275.993
1,594512.651,1669276.005
1,594512.674,1669277.004
1,594512.697,1669278.004
1,594512.721,1669279.004
1,594512.744,1669280.004
1,594512.767,1669281.003
1,594512.790,1669282.003
1,594512.813,1669283.003
1,594512.837,1669284.003
1,594512.860,1669285.002
1,594512.883,1669286.002
1,594512.906,1669287.002
1,594512.930,1669288.001
1,594512.953,1669289.001
1,594512.976,1669290.001
1,594512.999,1669291.001
1,594512.999,1669291.001
1,594513.110,1669291.995
1,594513.221,1669292.989
1,594513.331,1669293.982
1,594513.442,1669294.976
1,594513.553,1669295.970
1,594513.623,1669296.604
1,594513.734,1669297.598
1,594513.844,1669298.592
1,594513.955,1669299.586
1,594514.065,1669300.580
1,594514.175,1669301.573
1,594514.286,1669302.567
1,594514.396,1669303.561
1,594514.506,1669304.555
1,594514.617,1669305.549
1,594514.727,1669306.543
1,594514.838,1669307.537
1,594514.948,1669308.531
1,594515.058,1669309.525
1,594515.169,1669310.518
1,594515.279,1669311.512
1,594515.390,1669312.506
1,594515.500,1669313.500
1,594515.610,1669314.494
1,594515.687,1669315.184
1,594515.797,1669316.178
1,594515.908,1669317.172
1,594516.018,1669318.166
1,594516.129,1669319.160
1,594516.239,1669320.154
1,594516.350,1669321.148
1,594516.460,1669322.141
1,594516.571,1669323.135
1,594516.681,1669324.129
1,594516.791,1669325.123
1,594516.902,1669326.117
1,594517.012,1669327.111
1,594517.123,1669328.105
1,594517.233,1669329.099
1,594517.344,1669330.092
1,594517.454,1669331.086
1,594517.564,1669332.080
1,594517.675,1669333.074
1,594517.785,1669334.068
1,594517.896,1669335.061
1,594518.006,1669336.055
1,594518.117,1669337.049
1,594518.227,1669338.043
1,594518.338,1669339.037
1,594518.448,1669340.031
1,594518.533,1669340.791
1,594518.643,1669341.785
1,594518.753,1669342.779
1,594518.864,1669343.773
1,594518.974,1669344.767
1,594519.000,1669345.000
1,594519.000,1669346.000
1,594519.000,1669347.000
1,594519.000,1669348.000
1,594519.000,1669349.000
1,594519.000,1669350.000
1,594519.000,1669351.000
1,594519.000,1669352.000
1,594519.000,1669353.000
1,594519.000,1669354.000
1,594519.000,1669355.000
1,594519.000,1669356.000
1,594519.000,1669357.000
1,594519.000,1669358.000
1,594519.000,1669359.000
1,594519.000,1669360.000
1,594519.000,1669361.000
1,594519.000,1669362.000
1,594519.000,1669363.000
1,594519.001,1669364.000
1,594519.001,1669365.000
1,594519.001,1669366.000
1,594519.001,1669366.000
1,594519.001,1669367.000
1,594519.000,1669368.000
1,594519.000,1669369.000
1,594519.000,1669370.000
1,594519.000,1669371.000
1,594519.000,1669372.000
1,594519.000,1669373.000
1,594519.000,1669374.000
1,594519.000,1669375.000
1,594519.000,1669376.000
1,594519.000,1669377.000
1,594519.000,1669378.000
1,594519.000,1669379.000
1,594519.000,1669380.000
1,594519.000,1669381.000
1,594519.000,1669382.000
1,594519.000,1669383.000
1,594519.000,1669384.000
1,594519.000,1669385.000
1,594519.000,1669386.000
1,594519.000,1669387.000
1,594519.000,1669388.000
1,594519.000,1669389.000
1,594519.000,1669390.000
1,594519.000,1669391.000
1,594519.000,1669392.000
1,594519.000,1669393.000
1,594519.000,1669394.000
1,594519.000,1669395.000
1,594519.000,1669396.000
1,594519.000,1669397.000
1,594519.000,1669398.000
1,594519.000,1669399.000
1,594519.000,1669400.000
1,594519.000,1669401.000
1,594519.000,1669402.000
1,594519.000,1669402.001
1,594519.000,1669403.001
1,594519.001,1669404.001
1,594519.001,1669405.001
1,594519.001,1669406.001
1,594519.001,1669407.001
1,594519.001,1669408.001
1,594519.001,1669409.001
1,594519.001,1669410.001
1,594519.001,1669411.000
1,594518.733,1669411.963
1,594518.464,1669412.927
1,594518.196,1669413.890
1,594517.928,1669414.853
1,594517.660,1669415.817
1,594517.392,1669416.780
1,594517.123,1669417.744
1,594516.855,1669418.707
1,594516.587,1669419.670
1,594516.319,1669420.634
1,594516.051,1669421.597
1,594515.783,1669422.560
1,594515.514,1669423.524
1,594515.246,1669424.487
1,594514.978,1669425.450
1,594514.710,1669426.414
1,594514.442,1669427.377
1,594514.173,1669428.341
1,594513.905,1669429.304
1,594513.637,1669430.267
1,594513.369,1669431.231
1,594513.101,1669432.194
1,594512.832,1669433.157
1,594512.564,1669434.121
1,594512.296,1669435.084
1,594512.111,1669435.748
1,594511.843,1669436.711
1,594511.575,1669437.674
1,594511.307,1669438.638
1,594511.039,1669439.601
1,594510.771,1669440.564
1,594510.503,1669441.528
1,594510.234,1669442.491
1,594509.966,1669443.455
1,594509.698,1669444.418
1,594509.430,1669445.381
1,594509.162,1669446.345
1,594509.156,1669446.367
1,594508.887,1669447.330
1,594508.619,1669448.294
1,594508.351,1669449.257
1,594508.089,1669450.197
1,594507.821,1669451.160
1,594507.553,1669452.124
1,594507.285,1669453.087
1,594507.016,1669454.051
1,594506.748,1669455.014
1,594506.480,1669455.977
1,594506.212,1669456.941
1,594505.944,1669457.904
1,594505.676,1669458.868
1,594505.408,1669459.831
1,594505.140,1669460.794
1,594504.872,1669461.758
1,594504.604,1669462.721
1,594504.336,1669463.685
1,594504.068,1669464.648
1,594504.068,1669464.648
1,594503.799,1669465.611
1,594503.531,1669466.575
1,594503.263,1669467.538
1,594502.995,1669468.501
1,594502.726,1669469.465
1,594502.592,1669469.948
1,594502.323,1669470.912
1,594502.055,1669471.875
1,594501.787,1669472.839
1,594501.519,1669473.802
1,594501.251,1669474.765
1,594500.983,1669475.729
1,594500.715,1669476.692
1,594500.447,1669477.656
1,594500.179,1669478.619
1,594500.045,1669479.099
1,594499.777,1669480.063
1,594499.509,1669481.026
1,594499.241,1669481.989
1,594498.972,1669482.953
1,594498.704,1669483.916
1,594498.436,1669484.879
1,594498.168,1669485.843
1,594497.900,1669486.806
1,594497.631,1669487.769
1,594497.363,1669488.733
1,594497.095,1669489.696
1,594496.827,1669490.660
1,594496.559,1669491.623
1,594496.290,1669492.586
1,594496.023,1669493.549
1,594495.754,1669494.512
1,594495.486,1669495.475
1,594495.218,1669496.439
1,594494.950,1669497.402
1,594494.682,1669498.365
1,594494.414,1669499.329
1,594494.145,1669500.292
1,594493.877,1669501.256
1,594493.609,1669502.219
1,594493.341,1669503.182
1,594493.073,1669504.146
1,594492.805,1669505.109
1,594492.536,1669506.072
1,594492.268,1669507.036
1,594492.000,1669507.999
1,594492.000,1669508.000
1,594491.798,1669508.979
1,594491.596,1669509.959
1,594491.394,1669510.938
1,594491.192,1669511.917
1,594490.990,1669512.897
1,594490.806,1669513.790
1,594490.604,1669514.769
1,594490.403,1669515.748
1,594490.201,1669516.728
1,594489.999,1669517.707
1,594489.797,1669518.687
1,594489.595,1669519.666
1,594489.394,1669520.646
1,594489.192,1669521.625
1,594488.990,1669522.604
1,594488.788,1669523.584
1,594488.586,1669524.563
1,594488.384,1669525.543
1,594488.183,1669526.522
1,594487.981,1669527.502
1,594487.779,1669528.481
1,594487.577,1669529.460
1,594487.375,1669530.440
1,594487.174,1669531.419
1,594486.972,1669532.399
1,594486.770,1669533.378
1,594486.568,1669534.358
1,594486.366,1669535.337
