I,Elev_Rel
7912,3
7913,2
7914,2
7915,2
7916,2
7917,2
7918,2
7919,2
7920,2
7921,2
7922,1
7923,1
7924,1
7925,0
7926,0
7927,0
7928,0
7929,0
7930,0
7931,0
7932,0
7933,0
7934,1
7935,1
7936,1
7937,2
7938,2
7939,2
7940,1
7941,1
7942,1
7943,1
7944,1
7945,1
7946,1
7947,1
7948,1
7949,1
7950,1
7951,1
7952,1
7953,1
7954,1
7955,1
7956,0
7957,0
7958,1
7959,0
7960,0
7961,0
7962,0
7963,1
7964,1
7965,1
7966,2
7967,2
7968,3
7969,3
7970,4
7971,5
7972,5
7973,5
7974,6
7975,6
7976,6
7977,8
7978,8
7979,8
7980,9
7981,9
7982,9
7983,10
7984,10
7985,10
7986,11
7987,11
7988,11
7989,13
7990,13
7991,13
7992,15
7993,15
7994,15
7995,16
7996,16
7997,16
7998,16
7999,16
8000,16
8001,18
8002,18
8003,18
8004,18
8005,18
8006,16
8007,17
8008,17
8009,17
8010,19
8011,19
8012,19
8013,20
8014,20
8015,18
8016,17
8017,17
8018,17
8019,18
8020,18
8021,18
8022,19
8023,19
8024,17
8025,18
8026,18
8027,18
8028,19
8029,19
8030,19
8031,20
8032,20
8033,20
8034,19
8035,16
8036,16
8037,17
8038,17
8039,17
8040,17
8041,17
8042,17
8043,17
8044,17
8045,17
8046,17
8047,14
8048,14
8049,15
8050,15
8051,15
8052,15
8053,15
8054,15
8055,17
8056,17
8057,17
8058,18
8059,18
8060,18
8061,18
8062,18
8063,18
8064,12
8065,12
8066,13
8067,13
8068,13
8069,14
8070,14
8071,14
8072,14
8073,14
8074,3
8075,4
8076,3
8077,3
8078,4
8079,4
8080,4
8081,5
8082,5
8083,5
8084,6
8085,6
8086,5
8087,5
8088,5
8089,5
8090,5
8091,5
8092,5
8093,4
8094,4
8095,4
8096,4
8097,4
8098,4
8099,3
8100,3
8101,3
8102,3
8103,3
8104,3
8105,2
8106,2
8107,2
8108,2
8109,2
8110,2
8111,2
8112,2
8113,2
8114,1
8115,1
8116,1
8117,0
8118,0
8119,0
8120,0
8121,0
8122,0
8123,0
8124,0
8125,0
8126,1
8127,1
8128,1
8129,2
8130,2
8131,2
8132,1
8133,1
8134,1
8135,1
8136,1
8137,1
8138,1
8139,1
8140,1
8141,1
8142,1
8143,1
8144,1
8145,1
8146,1
8147,1
8148,0
8149,0
8150,1
8151,0
8152,0
8153,0
8154,0
8155,1
8156,1
8157,1
8158,2
8159,2
8160,3
8161,3
8162,4
8163,5
8164,5
8165,5
8166,6
8167,6
8168,6
8169,8
8170,8
8171,8
8172,9
8173,9
8174,9
8175,10
8176,10
8177,10
8178,11
8179,11
8180,11
8181,13
8182,13
8183,13
8184,15
8185,15
8186,15
8187,16
8188,16
8189,16
8190,16
8191,16
8192,16
8193,18
8194,18
8195,18
8196,18
8197,18
8198,16
8199,17
8200,17
8201,17
8202,19
8203,19
8204,19
8205,20
8206,20
8207,18
8208,17
8209,17
8210,17
8211,18
8212,18
8213,18
8214,19
8215,19
8216,17
8217,18
8218,18
8219,18
8220,19
8221,19
8222,19
8223,20
8224,20
8225,20
8226,19
8227,16
8228,16
8229,17
8230,17
8231,17
8232,17
8233,17
8234,17
8235,17
8236,17
8237,17
8238,17
8239,14
8240,14
8241,15
8242,15
8243,15
8244,15
8245,15
8246,15
8247,17
8248,17
8249,17
8250,18
8251,18
8252,18
8253,18
8254,18
8255,18
8256,9
8257,9
8258,10
8259,11
8260,11
8261,12
8262,12
8263,12
8264,12
8265,12
8266,12
8267,14
8268,1
8269,1
8270,3
8271,3
8272,3
8273,5
8274,5
8275,5
8276,5
8277,5
8278,4
8279,5
8280,5
8281,5
8282,5
8283,5
8284,5
8285,4
8286,4
8287,4
8288,4
8289,4
8290,4
8291,3
8292,3
8293,3
8294,3
8295,3
8296,3
8297,2
8298,2
8299,2
8300,2
8301,2
8302,2
8303,2
8304,2
8305,2
8306,1
8307,1
8308,1
8309,0
8310,0
8311,0
8312,0
8313,0
8314,0
8315,1
8316,1
8317,1
8318,1
8319,1
8320,1
8321,2
8322,2
8323,2
8324,2
8325,2
8326,2
8327,3
8328,3
8329,3
8330,3
8331,3
8332,3
8333,2
8334,2
8335,2
8336,2
8337,2
8338,2
8339,2
8340,1
8341,1
8342,2
8343,1
8344,1
8345,1
8346,0
8347,0
8348,0
8349,0
8350,1
8351,1
8352,1
8353,1
8354,2
8355,2
8356,2
8357,2
8358,4
8359,4
8360,4
8361,5
8362,5
8363,5
8364,6
8365,6
8366,6
8367,8
8368,8
8369,8
8370,9
8371,9
8372,9
8373,11
8374,11
8375,11
8376,13
8377,13
8378,13
8379,14
8380,14
8381,14
8382,14
8383,14
8384,14
8385,16
8386,16
8387,16
8388,16
8389,16
8390,15
8391,15
8392,15
8393,15
8394,18
8395,18
8396,18
8397,18
8398,18
8399,17
8400,16
8401,16
8402,16
8403,17
8404,17
8405,17
8406,19
8407,19
8408,17
8409,18
8410,18
8411,18
8412,19
8413,19
8414,19
8415,20
8416,20
8417,20
8418,19
8419,16
8420,16
8421,16
8422,16
8423,16
8424,15
8425,15
8426,15
8427,16
8428,16
8429,16
8430,16
8431,13
8432,13
8433,14
8434,14
8435,14
8436,15
8437,15
8438,15
8439,16
8440,16
8441,16
8442,16
8443,16
8444,16
8445,16
8446,16
8447,16
8448,9
8449,9
8450,10
8451,11
8452,11
8453,12
8454,12
8455,12
8456,12
8457,12
8458,12
8459,14
8460,14
8461,14
8462,16
8463,3
8464,3
8465,5
8466,5
8467,5
8468,5
8469,5
8470,4
8471,5
8472,5
8473,5
8474,5
8475,5
8476,5
8477,4
8478,4
8479,4
8480,4
8481,4
8482,4
8483,3
8484,3
8485,3
8486,3
8487,3
8488,3
8489,2
8490,2
8491,2
8492,2
8493,2
8494,2
8495,2
8496,2
8497,2
8498,1
8499,1
8500,1
8501,0
8502,0
8503,0
8504,0
8505,0
8506,0
8507,1
8508,1
8509,1
8510,1
8511,1
8512,1
8513,2
8514,2
8515,2
8516,2
8517,2
8518,2
8519,3
8520,3
8521,3
8522,3
8523,3
8524,3
8525,2
8526,2
8527,2
8528,2
8529,2
8530,2
8531,2
8532,1
8533,1
8534,2
8535,1
8536,1
8537,1
8538,0
8539,0
8540,0
8541,0
8542,1
8543,1
8544,1
8545,1
8546,2
8547,2
8548,2
8549,2
8550,4
8551,4
8552,4
8553,5
8554,5
8555,5
8556,6
8557,6
8558,6
8559,8
8560,8
8561,8
8562,9
8563,9
8564,9
8565,11
8566,11
8567,11
8568,13
8569,13
8570,13
8571,14
8572,14
8573,14
8574,14
8575,14
8576,14
8577,16
8578,16
8579,16
8580,16
8581,16
8582,15
8583,15
8584,15
8585,15
8586,18
8587,18
8588,18
8589,18
8590,18
8591,17
8592,16
8593,16
8594,16
8595,17
8596,17
8597,17
8598,19
8599,19
8600,17
8601,18
8602,18
8603,18
8604,19
8605,19
8606,19
8607,20
8608,20
8609,20
8610,19
8611,16
8612,16
8613,16
8614,16
8615,16
8616,15
8617,15
8618,15
8619,16
8620,16
8621,16
8622,16
8623,13
8624,13
8625,14
8626,14
8627,14
8628,15
8629,15
8630,15
8631,16
8632,16
8633,16
8634,16
8635,16
8636,16
8637,16
8638,16
8639,16
8640,9
8641,9
8642,10
8643,11
8644,11
8645,12
8646,12
8647,12
8648,12
8649,12
8650,12
8651,14
8652,14
8653,14
8654,16
8655,16
8656,16
8657,17
8658,17
8659,5
8660,5
8661,5
8662,4
8663,5
8664,5
8665,5
8666,5
8667,5
8668,5
8669,4
8670,4
8671,4
8672,4
8673,4
8674,4
8675,3
8676,3
8677,3
8678,3
8679,3
8680,3
8681,2
8682,2
8683,2
8684,2
8685,2
8686,2
8687,2
8688,2
8689,2
8690,1
8691,1
8692,1
8693,0
8694,0
8695,0
8696,0
8697,0
8698,0
8699,1
8700,1
8701,1
8702,1
8703,1
8704,1
8705,2
8706,2
8707,2
8708,2
8709,2
8710,2
8711,3
8712,3
8713,3
8714,3
8715,3
8716,3
8717,2
8718,2
8719,2
8720,2
8721,2
8722,2
8723,2
8724,1
8725,1
8726,2
8727,1
8728,1
8729,1
8730,0
8731,0
8732,0
8733,0
8734,1
8735,1
8736,1
8737,1
8738,2
8739,2
8740,2
8741,2
8742,4
8743,4
8744,4
8745,5
8746,5
8747,5
8748,6
8749,6
8750,6
8751,8
8752,8
8753,8
8754,9
8755,9
8756,9
8757,11
8758,11
8759,11
8760,13
8761,13
8762,13
8763,14
8764,14
8765,14
8766,14
8767,14
8768,14
8769,16
8770,16
8771,16
8772,16
8773,16
8774,15
8775,15
8776,15
8777,15
8778,18
8779,18
8780,18
8781,18
8782,18
8783,17
8784,16
8785,16
8786,16
8787,17
8788,17
8789,17
8790,19
8791,19
8792,17
8793,18
8794,18
8795,18
8796,19
8797,19
8798,19
8799,20
8800,20
8801,20
8802,19
8803,16
8804,16
8805,16
8806,16
8807,16
8808,15
8809,15
8810,15
8811,16
8812,16
8813,16
8814,16
8815,13
8816,13
8817,14
8818,14
8819,14
8820,15
8821,15
8822,15
8823,16
8824,16
8825,16
8826,16
8827,16
8828,16
8829,16
8830,16
8831,16
8832,6
8833,6
8834,7
8835,8
8836,8
8837,9
8838,9
8839,9
8840,10
8841,10
8842,10
8843,12
8844,12
8845,12
8846,14
8847,14
8848,14
8849,16
8850,16
8851,16
8852,17
8853,3
8854,2
8855,3
8856,3
8857,3
8858,3
8859,3
8860,3
8861,3
8862,3
8863,3
8864,3
8865,3
8866,3
8867,2
8868,2
8869,2
8870,3
8871,3
8872,3
8873,2
8874,2
8875,2
8876,2
8877,2
8878,2
8879,1
8880,1
8881,1
8882,0
8883,0
8884,0
8885,0
8886,0
8887,0
8888,1
8889,1
8890,1
8891,2
8892,2
8893,2
8894,2
8895,2
8896,2
8897,3
8898,3
8899,3
8900,4
8901,4
8902,4
8903,4
8904,4
8905,4
8906,4
8907,4
8908,4
8909,4
8910,4
8911,3
8912,3
8913,3
8914,3
8915,3
8916,2
8917,2
8918,3
8919,1
8920,1
8921,2
8922,0
8923,0
8924,1
8925,0
8926,0
8927,0
8928,0
8929,0
8930,0
8931,1
8932,1
8933,1
8934,2
8935,2
8936,2
8937,3
8938,3
8939,3
8940,4
8941,4
8942,4
8943,5
8944,5
8945,5
8946,6
8947,6
8948,6
8949,8
8950,8
8951,8
8952,10
8953,10
8954,10
8955,11
8956,11
8957,11
8958,11
8959,11
8960,11
8961,13
8962,13
8963,13
8964,13
8965,13
8966,12
8967,13
8968,13
8969,13
8970,14
8971,14
8972,14
8973,16
8974,16
8975,15
8976,14
8977,14
8978,14
8979,16
8980,16
8981,16
8982,18
8983,18
8984,16
8985,17
8986,17
8987,17
8988,18
8989,18
8990,18
8991,19
8992,19
8993,19
8994,18
8995,15
8996,15
8997,14
8998,14
8999,14
9000,14
9001,14
9002,14
9003,14
9004,14
9005,14
9006,15
9007,12
9008,12
9009,12
9010,12
9011,12
9012,14
9013,14
9014,14
9015,15
9016,15
9017,15
9018,15
9019,15
9020,15
9021,15
9022,15
9023,15
9024,6
9025,6
9026,7
9027,8
9028,8
9029,9
9030,9
9031,9
9032,10
9033,10
9034,10
9035,12
9036,12
9037,12
9038,14
9039,14
9040,14
9041,16
9042,16
9043,16
9044,17
9045,17
9046,17
9047,3
9048,3
9049,3
9050,3
9051,3
9052,3
9053,3
9054,3
9055,3
9056,3
9057,3
9058,3
9059,2
9060,2
9061,2
9062,3
9063,3
9064,3
9065,2
9066,2
9067,2
9068,2
9069,2
9070,2
9071,1
9072,1
9073,1
9074,0
9075,0
9076,0
9077,0
9078,0
9079,0
9080,1
9081,1
9082,1
9083,2
9084,2
9085,2
9086,2
9087,2
9088,2
9089,3
9090,3
9091,3
9092,4
9093,4
9094,4
9095,4
9096,4
9097,4
9098,4
9099,4
9100,4
9101,4
9102,4
9103,3
9104,3
9105,3
9106,3
9107,3
9108,2
9109,2
9110,3
9111,1
9112,1
9113,2
9114,0
9115,0
9116,1
9117,0
9118,0
9119,0
9120,0
9121,0
9122,0
9123,1
9124,1
9125,1
9126,2
9127,2
9128,2
9129,3
9130,3
9131,3
9132,4
9133,4
9134,4
9135,5
9136,5
9137,5
9138,6
9139,6
9140,6
9141,8
9142,8
9143,8
9144,10
9145,10
9146,10
9147,11
9148,11
9149,11
9150,11
9151,11
9152,11
9153,13
9154,13
9155,13
9156,13
9157,13
9158,12
9159,13
9160,13
9161,13
9162,14
9163,14
9164,14
9165,16
9166,16
9167,15
9168,14
9169,14
9170,14
9171,16
9172,16
9173,16
9174,18
9175,18
9176,16
9177,17
9178,17
9179,17
9180,18
9181,18
9182,18
9183,19
9184,19
9185,19
9186,18
9187,15
9188,15
9189,14
9190,14
9191,14
9192,14
9193,14
9194,14
9195,14
9196,14
9197,14
9198,15
9199,12
9200,12
9201,12
9202,12
9203,12
9204,14
9205,14
9206,14
9207,15
9208,15
9209,15
9210,15
9211,15
9212,15
9213,15
9214,15
9215,15
9216,6
9217,6
9218,7
9219,8
9220,8
9221,9
9222,9
9223,9
9224,10
9225,10
9226,10
9227,12
9228,12
9229,12
9230,14
9231,14
9232,14
9233,16
9234,16
9235,16
9236,17
9237,17
9238,17
9239,19
9240,19
9241,19
9242,19
9243,3
9244,3
9245,3
9246,3
9247,3
9248,3
9249,3
9250,3
9251,2
9252,2
9253,2
9254,3
9255,3
9256,3
9257,2
9258,2
9259,2
9260,2
9261,2
9262,2
9263,1
9264,1
9265,1
9266,0
9267,0
9268,0
9269,0
9270,0
9271,0
9272,1
9273,1
9274,1
9275,2
9276,2
9277,2
9278,2
9279,2
9280,2
9281,3
9282,3
9283,3
9284,4
9285,4
9286,4
9287,4
9288,4
9289,4
9290,4
9291,4
9292,4
9293,4
9294,4
9295,3
9296,3
9297,3
9298,3
9299,3
9300,2
9301,2
9302,3
9303,1
9304,1
9305,2
9306,0
9307,0
9308,1
9309,0
9310,0
9311,0
9312,0
9313,0
9314,0
9315,1
9316,1
9317,1
9318,2
9319,2
9320,2
9321,3
9322,3
9323,3
9324,4
9325,4
9326,4
9327,5
9328,5
9329,5
9330,6
9331,6
9332,6
9333,8
9334,8
9335,8
9336,10
9337,10
9338,10
9339,11
9340,11
9341,11
9342,11
9343,11
9344,11
9345,13
9346,13
9347,13
9348,13
9349,13
9350,12
9351,13
9352,13
9353,13
9354,14
9355,14
9356,14
9357,16
9358,16
9359,15
9360,14
9361,14
9362,14
9363,16
9364,16
9365,16
9366,18
9367,18
9368,16
9369,17
9370,17
9371,17
9372,18
9373,18
9374,18
9375,19
9376,19
9377,19
9378,18
9379,15
9380,15
9381,14
9382,14
9383,14
9384,14
9385,14
9386,14
9387,14
9388,14
9389,14
9390,15
9391,12
9392,12
9393,12
9394,12
9395,12
9396,14
9397,14
9398,14
9399,15
9400,15
9401,15
9402,15
9403,15
9404,15
9405,15
9406,15
9407,15
9408,3
9409,3
9410,4
9411,5
9412,5
9413,6
9414,6
9415,6
9416,7
9417,7
9418,7
9419,9
9420,9
9421,9
9422,11
9423,11
9424,11
9425,13
9426,13
9427,13
9428,15
9429,15
9430,15
9431,16
9432,16
9433,16
9434,17
9435,17
9436,17
9437,16
9438,17
9439,1
9440,1
9441,1
9442,1
9443,1
9444,1
9445,1
9446,2
9447,2
9448,2
9449,1
9450,1
9451,1
9452,1
9453,1
9454,1
9455,1
9456,1
9457,1
9458,0
9459,0
9460,0
9461,1
9462,1
9463,1
9464,2
9465,2
9466,2
9467,3
9468,3
9469,3
9470,4
9471,4
9472,4
9473,5
9474,5
9475,5
9476,5
9477,5
9478,5
9479,5
9480,5
9481,5
9482,5
9483,5
9484,5
9485,4
9486,4
9487,4
9488,4
9489,4
9490,4
9491,4
9492,3
9493,3
9494,3
9495,2
9496,2
9497,2
9498,1
9499,1
9500,1
9501,0
9502,0
9503,0
9504,0
9505,0
9506,0
9507,0
9508,0
9509,0
9510,0
9511,0
9512,0
9513,1
9514,1
9515,1
9516,2
9517,2
9518,2
9519,2
9520,2
9521,2
9522,3
9523,3
9524,3
9525,5
9526,5
9527,5
9528,6
9529,6
9530,6
9531,7
9532,7
9533,7
9534,8
9535,8
9536,8
9537,9
9538,9
9539,9
9540,9
9541,9
9542,8
9543,10
9544,10
9545,10
9546,11
9547,11
9548,11
9549,14
9550,14
9551,12
9552,11
9553,11
9554,11
9555,13
9556,13
9557,13
9558,15
9559,15
9560,13
9561,14
9562,14
9563,14
9564,16
9565,16
9566,16
9567,17
9568,17
9569,17
9570,16
9571,12
9572,12
9573,12
9574,12
9575,12
9576,12
9577,12
9578,12
9579,12
9580,12
9581,12
9582,13
9583,10
9584,10
9585,11
9586,11
9587,11
9588,12
9589,12
9590,12
9591,14
9592,14
9593,14
9594,14
9595,14
9596,14
9597,14
9598,14
9599,14
9600,3
9601,3
9602,4
9603,5
9604,5
9605,6
9606,6
9607,6
9608,7
9609,7
9610,7
9611,9
9612,9
9613,9
9614,11
9615,11
9616,11
9617,13
9618,13
9619,13
9620,15
9621,15
9622,15
9623,16
9624,16
9625,16
9626,17
9627,17
9628,17
9629,16
9630,17
9631,17
9632,17
9633,17
9634,17
9635,17
9636,1
9637,1
9638,2
9639,2
9640,2
9641,1
9642,1
9643,1
9644,1
9645,1
9646,1
9647,1
9648,1
9649,1
9650,0
9651,0
9652,0
9653,1
9654,1
9655,1
9656,2
9657,2
9658,2
9659,3
9660,3
9661,3
9662,4
9663,4
9664,4
9665,5
9666,5
9667,5
9668,5
9669,5
9670,5
9671,5
9672,5
9673,5
9674,5
9675,5
9676,5
9677,4
9678,4
9679,4
9680,4
9681,4
9682,4
9683,4
9684,3
9685,3
9686,3
9687,2
9688,2
9689,2
9690,1
9691,1
9692,1
9693,0
9694,0
9695,0
9696,0
9697,0
9698,0
9699,0
9700,0
9701,0
9702,0
9703,0
9704,0
9705,1
9706,1
9707,1
9708,2
9709,2
9710,2
9711,2
9712,2
9713,2
9714,3
9715,3
9716,3
9717,5
9718,5
9719,5
9720,6
9721,6
9722,6
9723,7
9724,7
9725,7
9726,8
9727,8
9728,8
9729,9
9730,9
9731,9
9732,9
9733,9
9734,8
9735,10
9736,10
9737,10
9738,11
9739,11
9740,11
9741,14
9742,14
9743,12
9744,11
9745,11
9746,11
9747,13
9748,13
9749,13
9750,15
9751,15
9752,13
9753,14
9754,14
9755,14
9756,16
9757,16
9758,16
9759,17
9760,17
9761,17
9762,16
9763,12
9764,12
9765,12
9766,12
9767,12
9768,12
9769,12
9770,12
9771,12
9772,12
9773,12
9774,13
9775,10
9776,10
9777,11
9778,11
9779,11
9780,12
9781,12
9782,12
9783,14
9784,14
9785,14
9786,14
9787,14
9788,14
9789,14
9790,14
9791,14
9792,3
9793,3
9794,4
9795,5
9796,5
9797,6
9798,6
9799,6
9800,7
9801,7
9802,7
9803,9
9804,9
9805,9
9806,11
9807,11
9808,11
9809,13
9810,13
9811,13
9812,15
9813,15
9814,15
9815,16
9816,16
9817,16
9818,17
9819,17
9820,17
9821,16
9822,17
9823,17
9824,17
9825,17
9826,17
9827,17
9828,16
9829,16
9830,16
9831,16
9832,2
9833,1
9834,1
9835,1
9836,1
9837,1
9838,1
9839,1
9840,1
9841,1
9842,0
9843,0
9844,0
9845,1
9846,1
9847,1
9848,2
9849,2
9850,2
9851,3
9852,3
9853,3
9854,4
9855,4
9856,4
9857,5
9858,5
9859,5
9860,5
9861,5
9862,5
9863,5
9864,5
9865,5
9866,5
9867,5
9868,5
9869,4
9870,4
9871,4
9872,4
9873,4
9874,4
9875,4
9876,3
9877,3
9878,3
9879,2
9880,2
9881,2
9882,1
9883,1
9884,1
9885,0
9886,0
9887,0
9888,0
9889,0
9890,0
9891,0
9892,0
9893,0
9894,0
9895,0
9896,0
9897,1
9898,1
9899,1
9900,2
9901,2
9902,2
9903,2
9904,2
9905,2
9906,3
9907,3
9908,3
9909,5
9910,5
9911,5
9912,6
9913,6
9914,6
9915,7
9916,7
9917,7
9918,8
9919,8
9920,8
9921,9
9922,9
9923,9
9924,9
9925,9
9926,8
9927,10
9928,10
9929,10
9930,11
9931,11
9932,11
9933,14
9934,14
9935,12
9936,11
9937,11
9938,11
9939,13
9940,13
9941,13
9942,15
9943,15
9944,13
9945,14
9946,14
9947,14
9948,16
9949,16
9950,16
9951,17
9952,17
9953,17
9954,16
9955,12
9956,12
9957,12
9958,12
9959,12
9960,12
9961,12
9962,12
9963,12
9964,12
9965,12
9966,13
9967,10
9968,10
9969,11
9970,11
9971,11
9972,12
9973,12
9974,12
9975,14
9976,14
9977,14
9978,14
9979,14
9980,14
9981,14
9982,14
9983,14
9984,1
9985,1
9986,2
9987,2
9988,2
9989,3
9990,3
9991,3
9992,4
9993,4
9994,4
9995,6
9996,6
9997,6
9998,8
9999,8
10000,8
10001,9
10002,9
10003,9
10004,11
10005,11
10006,11
10007,13
10008,13
10009,13
10010,14
10011,14
10012,14
10013,14
10014,14
10015,14
10016,15
10017,15
10018,15
10019,15
10020,15
10021,15
10022,15
10023,15
10024,15
10025,15
10026,15
10027,14
10028,14
10029,14
10030,14
10031,14
10032,14
10033,0
10034,0
10035,0
10036,0
10037,1
10038,1
10039,1
10040,2
10041,2
10042,2
10043,4
10044,4
10045,4
10046,4
10047,4
10048,4
10049,5
10050,5
10051,5
10052,5
10053,5
10054,5
10055,6
10056,6
10057,6
10058,6
10059,6
10060,6
10061,5
10062,5
10063,5
10064,4
10065,4
10066,4
10067,4
10068,3
10069,3
10070,3
10071,2
10072,2
10073,2
10074,1
10075,1
10076,1
10077,0
10078,0
10079,0
10080,0
10081,0
10082,0
10083,0
10084,0
10085,0
10086,0
10087,0
10088,0
10089,0
10090,0
10091,0
10092,0
10093,0
10094,0
10095,0
10096,0
10097,0
10098,1
10099,1
10100,1
10101,2
10102,2
10103,2
10104,3
10105,3
10106,3
10107,3
10108,3
10109,3
10110,4
10111,4
10112,4
10113,5
10114,5
10115,5
10116,6
10117,6
10118,5
10119,6
10120,6
10121,6
10122,8
10123,8
10124,8
10125,10
10126,10
10127,9
10128,8
10129,8
10130,8
10131,10
10132,10
10133,10
10134,12
10135,12
10136,9
10137,11
10138,11
10139,11
10140,12
10141,12
10142,12
10143,14
10144,14
10145,14
10146,12
10147,9
10148,9
10149,9
10150,9
10151,9
10152,9
10153,9
10154,9
10155,10
10156,10
10157,10
10158,11
10159,8
10160,8
10161,9
10162,9
10163,9
10164,11
10165,11
10166,11
10167,12
10168,12
10169,12
10170,12
10171,12
10172,12
10173,12
10174,12
10175,12
10176,1
10177,1
10178,2
10179,2
10180,2
10181,3
10182,3
10183,3
10184,4
10185,4
10186,4
10187,6
10188,6
10189,6
10190,8
10191,8
10192,8
10193,9
10194,9
10195,9
10196,11
10197,11
10198,11
10199,13
10200,13
10201,13
10202,14
10203,14
10204,14
10205,14
10206,14
10207,14
10208,15
10209,15
10210,15
10211,15
10212,15
10213,15
10214,15
10215,15
10216,15
10217,15
10218,15
10219,14
10220,14
10221,14
10222,14
10223,14
10224,14
10225,14
10226,13
10227,13
10228,13
10229,12
10230,12
10231,12
10232,2
10233,2
10234,2
10235,4
10236,4
10237,4
10238,4
10239,4
10240,4
10241,5
10242,5
10243,5
10244,5
10245,5
10246,5
10247,6
10248,6
10249,6
10250,6
10251,6
10252,6
10253,5
10254,5
10255,5
10256,4
10257,4
10258,4
10259,4
10260,3
10261,3
10262,3
10263,2
10264,2
10265,2
10266,1
10267,1
10268,1
10269,0
10270,0
10271,0
10272,0
10273,0
10274,0
10275,0
10276,0
10277,0
10278,0
10279,0
10280,0
10281,0
10282,0
10283,0
10284,0
10285,0
10286,0
10287,0
10288,0
10289,0
10290,1
10291,1
10292,1
10293,2
10294,2
10295,2
10296,3
10297,3
10298,3
10299,3
10300,3
10301,3
10302,4
10303,4
10304,4
10305,5
10306,5
10307,5
10308,6
10309,6
10310,5
10311,6
10312,6
10313,6
10314,8
10315,8
10316,8
10317,10
10318,10
10319,9
10320,8
10321,8
10322,8
10323,10
10324,10
10325,10
10326,12
10327,12
10328,9
10329,11
10330,11
10331,11
10332,12
10333,12
10334,12
10335,14
10336,14
10337,14
10338,12
10339,9
10340,9
10341,9
10342,9
10343,9
10344,9
10345,9
10346,9
10347,10
10348,10
10349,10
10350,11
10351,8
10352,8
10353,9
10354,9
10355,9
10356,11
10357,11
10358,11
10359,12
10360,12
10361,12
10362,12
10363,12
10364,12
10365,12
10366,12
10367,12
10368,1
10369,1
10370,2
10371,2
10372,2
10373,3
10374,3
10375,3
10376,4
10377,4
10378,4
10379,6
10380,6
10381,6
10382,8
10383,8
10384,8
10385,9
10386,9
10387,9
10388,11
10389,11
10390,11
10391,13
10392,13
10393,13
10394,14
10395,14
10396,14
10397,14
10398,14
10399,14
10400,15
10401,15
10402,15
10403,15
10404,15
10405,15
10406,15
10407,15
10408,15
10409,15
10410,15
10411,14
10412,14
10413,14
10414,14
10415,14
10416,14
10417,14
10418,13
10419,13
10420,13
10421,12
10422,12
10423,12
10424,11
10425,11
10426,11
10427,10
10428,10
10429,4
10430,4
10431,4
10432,4
10433,5
10434,5
10435,5
10436,5
10437,5
10438,5
10439,6
10440,6
10441,6
10442,6
10443,6
10444,6
10445,5
10446,5
10447,5
10448,4
10449,4
10450,4
10451,4
10452,3
10453,3
10454,3
10455,2
10456,2
10457,2
10458,1
10459,1
10460,1
10461,0
10462,0
10463,0
10464,0
10465,0
10466,0
10467,0
10468,0
10469,0
10470,0
10471,0
10472,0
10473,0
10474,0
10475,0
10476,0
10477,0
10478,0
10479,0
10480,0
10481,0
10482,1
10483,1
10484,1
10485,2
10486,2
10487,2
10488,3
10489,3
10490,3
10491,3
10492,3
10493,3
10494,4
10495,4
10496,4
10497,5
10498,5
10499,5
10500,6
10501,6
10502,5
10503,6
10504,6
10505,6
10506,8
10507,8
10508,8
10509,10
10510,10
10511,9
10512,8
10513,8
10514,8
10515,10
10516,10
10517,10
10518,12
10519,12
10520,9
10521,11
10522,11
10523,11
10524,12
10525,12
10526,12
10527,14
10528,14
10529,14
10530,12
10531,9
10532,9
10533,9
10534,9
10535,9
10536,9
10537,9
10538,9
10539,10
10540,10
10541,10
10542,11
10543,8
10544,8
10545,9
10546,9
10547,9
10548,11
10549,11
10550,11
10551,12
10552,12
10553,12
10554,12
10555,12
10556,12
10557,12
10558,12
10559,12
10560,0
10561,0
10562,0
10563,0
10564,0
10565,1
10566,1
10567,1
10568,1
10569,1
10570,1
10571,3
10572,3
10573,3
10574,4
10575,4
10576,4
10577,6
10578,6
10579,6
10580,8
10581,8
10582,8
10583,9
10584,9
10585,9
10586,11
10587,11
10588,11
10589,11
10590,11
10591,11
10592,12
10593,12
10594,12
10595,13
10596,13
10597,13
10598,14
10599,14
10600,14
10601,15
10602,15
10603,14
10604,14
10605,14
10606,14
10607,13
10608,13
10609,13
10610,13
10611,13
10612,13
10613,12
10614,12
10615,12
10616,11
10617,11
10618,11
10619,10
10620,10
10621,10
10622,8
10623,8
10624,8
10625,9
10626,5
10627,5
10628,5
10629,5
10630,5
10631,6
10632,6
10633,6
10634,6
10635,6
10636,6
10637,5
10638,5
10639,5
10640,4
10641,4
10642,4
10643,4
10644,3
10645,3
10646,2
10647,1
10648,1
10649,1
10650,0
10651,0
10652,0
10653,0
10654,0
10655,0
10656,0
10657,0
10658,0
10659,0
10660,0
10661,0
10662,0
10663,0
10664,0
10665,0
10666,0
10667,0
10668,0
10669,0
10670,0
10671,0
10672,0
10673,0
10674,0
10675,0
10676,0
10677,0
10678,0
10679,0
10680,0
10681,0
10682,0
10683,1
10684,1
10685,1
10686,2
10687,2
10688,2
10689,2
10690,2
10691,2
10692,3
10693,3
10694,1
10695,3
10696,3
10697,3
10698,4
10699,4
10700,4
10701,7
10702,7
10703,5
10704,4
10705,4
10706,4
10707,6
10708,6
10709,6
